locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBNFPFMN_00029	CDS	1242	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
FBNFPFMN_00030	CDS	294				hypothetical protein
FBNFPFMN_00031	CDS	567	gmk	2.7.4.8	COG0194	Guanylate kinase
FBNFPFMN_00032	CDS	885				hypothetical protein
FBNFPFMN_00033	tRNA	91				tRNA-Ser(gga)
FBNFPFMN_00034	CDS	570	frr		COG0233	Ribosome-recycling factor
FBNFPFMN_00035	CDS	780	pyrH	2.7.4.22	COG0528	Uridylate kinase
FBNFPFMN_00036	CDS	831	tsf		COG0264	Elongation factor Ts
FBNFPFMN_00037	CDS	963				hypothetical protein
FBNFPFMN_00038	CDS	390	rpsI			30S ribosomal protein S9
FBNFPFMN_00039	CDS	447	rplM		COG0102	50S ribosomal protein L13
FBNFPFMN_00040	CDS	504				hypothetical protein
FBNFPFMN_00041	CDS	198	rpmF			50S ribosomal protein L32
FBNFPFMN_00042	CDS	1017	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
FBNFPFMN_00043	CDS	1005	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
FBNFPFMN_00044	CDS	939	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
FBNFPFMN_00045	CDS	807				hypothetical protein
FBNFPFMN_00046	CDS	750	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBNFPFMN_00047	CDS	1437	crhR	3.6.4.13		RNA helicase CrhR
FBNFPFMN_00048	CDS	222				hypothetical protein
FBNFPFMN_00049	CDS	459				hypothetical protein
FBNFPFMN_00050	CDS	570				hypothetical protein
FBNFPFMN_00051	CDS	207				hypothetical protein
FBNFPFMN_00052	CDS	1068		3.4.11.-		Aminopeptidase 2
FBNFPFMN_00053	CDS	1461				hypothetical protein
FBNFPFMN_00054	tRNA	75				tRNA-Val(tac)
FBNFPFMN_00055	tRNA	74				tRNA-Gly(ccc)
FBNFPFMN_00056	CDS	165	rpmH		COG0230	50S ribosomal protein L34
FBNFPFMN_00057	CDS	447				hypothetical protein
FBNFPFMN_00058	CDS	1965	yidC			Membrane protein insertase YidC
FBNFPFMN_00059	CDS	1386	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FBNFPFMN_00060	CDS	747				hypothetical protein
FBNFPFMN_00061	CDS	780				hypothetical protein
FBNFPFMN_00062	CDS	492				hypothetical protein
FBNFPFMN_00063	CDS	480				hypothetical protein
FBNFPFMN_00064	CDS	1995	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
FBNFPFMN_00065	CDS	648	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
FBNFPFMN_00066	CDS	861			COG1073	putative protein
FBNFPFMN_00067	CDS	120				hypothetical protein
FBNFPFMN_00068	CDS	3429	mfd	3.6.4.-		Transcription-repair-coupling factor
FBNFPFMN_00069	CDS	384				hypothetical protein
FBNFPFMN_00070	CDS	336				hypothetical protein
FBNFPFMN_00071	CDS	360				hypothetical protein
FBNFPFMN_00072	CDS	927	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
FBNFPFMN_00073	CDS	2817				hypothetical protein
FBNFPFMN_00074	CDS	579				hypothetical protein
FBNFPFMN_00075	CDS	1239	recF		COG1195	DNA replication and repair protein RecF
FBNFPFMN_00076	CDS	1536	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
FBNFPFMN_00077	CDS	447	phaJ	4.2.1.119		(R)-specific enoyl-CoA hydratase
FBNFPFMN_00078	CDS	2550				hypothetical protein
FBNFPFMN_00079	CDS	630	xerC_1			Tyrosine recombinase XerC
FBNFPFMN_00080	CDS	216				hypothetical protein
FBNFPFMN_00081	CDS	483				hypothetical protein
FBNFPFMN_00082	CDS	393				hypothetical protein
FBNFPFMN_00083	CDS	339				hypothetical protein
FBNFPFMN_00084	CDS	747				hypothetical protein
FBNFPFMN_00085	CDS	246				hypothetical protein
FBNFPFMN_00086	CDS	2046	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
FBNFPFMN_00087	CDS	2031	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00088	CDS	945				hypothetical protein
FBNFPFMN_00089	CDS	1434	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
FBNFPFMN_00090	CDS	1515	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
FBNFPFMN_00091	CDS	912		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
FBNFPFMN_00092	CDS	2763	tal_1	2.2.1.2		Transaldolase
FBNFPFMN_00093	CDS	345				hypothetical protein
FBNFPFMN_00094	CDS	633				hypothetical protein
FBNFPFMN_00095	CDS	651	bm3R1			HTH-type transcriptional repressor Bm3R1
FBNFPFMN_00096	CDS	2478				hypothetical protein
FBNFPFMN_00097	CDS	1101	srpA			Solvent efflux pump periplasmic linker SrpA
FBNFPFMN_00098	CDS	3051	swrC_1		COG0841	Swarming motility protein SwrC
FBNFPFMN_00099	CDS	2139	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00100	CDS	1956	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FBNFPFMN_00101	CDS	2304		1.18.1.2		Ferredoxin--NADP reductase
FBNFPFMN_00102	CDS	1533				hypothetical protein
FBNFPFMN_00103	CDS	1170				hypothetical protein
FBNFPFMN_00104	CDS	1143				hypothetical protein
FBNFPFMN_00105	CDS	891				hypothetical protein
FBNFPFMN_00106	CDS	2787	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
FBNFPFMN_00107	CDS	507				hypothetical protein
FBNFPFMN_00108	CDS	3321	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00109	CDS	918				hypothetical protein
FBNFPFMN_00110	CDS	609	lemA		COG1704	Protein LemA
FBNFPFMN_00111	CDS	828				hypothetical protein
FBNFPFMN_00112	CDS	330				hypothetical protein
FBNFPFMN_00113	CDS	1077	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
FBNFPFMN_00114	CDS	717				hypothetical protein
FBNFPFMN_00115	CDS	831	htpX_1	3.4.24.-	COG0501	Protease HtpX 
FBNFPFMN_00116	CDS	891				hypothetical protein
FBNFPFMN_00117	CDS	609				hypothetical protein
FBNFPFMN_00118	CDS	2397	cadA	3.6.3.3		Cadmium-transporting ATPase
FBNFPFMN_00119	CDS	4119	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00120	CDS	765	rhaS_1			HTH-type transcriptional activator RhaS
FBNFPFMN_00121	CDS	969				hypothetical protein
FBNFPFMN_00122	CDS	642				hypothetical protein
FBNFPFMN_00123	CDS	600				hypothetical protein
FBNFPFMN_00124	CDS	501				hypothetical protein
FBNFPFMN_00125	CDS	462				hypothetical protein
FBNFPFMN_00126	CDS	453				hypothetical protein
FBNFPFMN_00127	CDS	6492				hypothetical protein
FBNFPFMN_00128	CDS	711				hypothetical protein
FBNFPFMN_00129	CDS	462				hypothetical protein
FBNFPFMN_00130	CDS	831				hypothetical protein
FBNFPFMN_00131	CDS	1476				hypothetical protein
FBNFPFMN_00132	CDS	378	smtB		COG0640	Transcriptional repressor SmtB
FBNFPFMN_00133	CDS	1620				hypothetical protein
FBNFPFMN_00134	CDS	186				hypothetical protein
FBNFPFMN_00135	CDS	2658				hypothetical protein
FBNFPFMN_00136	CDS	264				hypothetical protein
FBNFPFMN_00137	CDS	315				hypothetical protein
FBNFPFMN_00138	CDS	1344	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FBNFPFMN_00139	CDS	2595				hypothetical protein
FBNFPFMN_00140	CDS	726				hypothetical protein
FBNFPFMN_00141	CDS	651				hypothetical protein
FBNFPFMN_00142	CDS	873				hypothetical protein
FBNFPFMN_00143	CDS	570				hypothetical protein
FBNFPFMN_00144	CDS	474				hypothetical protein
FBNFPFMN_00145	CDS	216				hypothetical protein
FBNFPFMN_00146	CDS	834				hypothetical protein
FBNFPFMN_00147	CDS	507				hypothetical protein
FBNFPFMN_00148	CDS	1176				hypothetical protein
FBNFPFMN_00149	CDS	165				hypothetical protein
FBNFPFMN_00150	CDS	1401		1.13.11.75		Apocarotenoid-15,15'-oxygenase
FBNFPFMN_00151	CDS	717				hypothetical protein
FBNFPFMN_00152	CDS	219				hypothetical protein
FBNFPFMN_00153	CDS	1356	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
FBNFPFMN_00154	CDS	801				hypothetical protein
FBNFPFMN_00155	CDS	975	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
FBNFPFMN_00156	CDS	1683	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
FBNFPFMN_00157	CDS	447				hypothetical protein
FBNFPFMN_00158	CDS	1164	yycB		COG2807	putative transporter YycB
FBNFPFMN_00159	CDS	1704				hypothetical protein
FBNFPFMN_00160	CDS	522				hypothetical protein
FBNFPFMN_00161	CDS	708	hmp_1	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
FBNFPFMN_00162	CDS	639				hypothetical protein
FBNFPFMN_00163	CDS	471				hypothetical protein
FBNFPFMN_00164	CDS	246				hypothetical protein
FBNFPFMN_00165	CDS	837				hypothetical protein
FBNFPFMN_00166	CDS	1044				hypothetical protein
FBNFPFMN_00167	CDS	1593				hypothetical protein
FBNFPFMN_00168	CDS	114				hypothetical protein
FBNFPFMN_00169	CDS	480				hypothetical protein
FBNFPFMN_00170	CDS	963				hypothetical protein
FBNFPFMN_00171	CDS	2190	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
FBNFPFMN_00172	CDS	5007	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00173	CDS	1944				hypothetical protein
FBNFPFMN_00174	CDS	210				hypothetical protein
FBNFPFMN_00175	CDS	1620				hypothetical protein
FBNFPFMN_00176	CDS	879	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FBNFPFMN_00177	CDS	855				hypothetical protein
FBNFPFMN_00178	CDS	474				hypothetical protein
FBNFPFMN_00179	CDS	963	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
FBNFPFMN_00180	CDS	456				hypothetical protein
FBNFPFMN_00181	CDS	1326				hypothetical protein
FBNFPFMN_00182	CDS	684				hypothetical protein
FBNFPFMN_00183	CDS	639				hypothetical protein
FBNFPFMN_00184	CDS	699				hypothetical protein
FBNFPFMN_00185	CDS	831				hypothetical protein
FBNFPFMN_00186	CDS	579	resA_1			Thiol-disulfide oxidoreductase ResA
FBNFPFMN_00187	CDS	393				hypothetical protein
FBNFPFMN_00188	CDS	1599				hypothetical protein
FBNFPFMN_00189	CDS	1836				hypothetical protein
FBNFPFMN_00190	CDS	318				hypothetical protein
FBNFPFMN_00191	CDS	615				hypothetical protein
FBNFPFMN_00192	CDS	210				hypothetical protein
FBNFPFMN_00193	CDS	375				hypothetical protein
FBNFPFMN_00194	CDS	582				hypothetical protein
FBNFPFMN_00195	CDS	564				hypothetical protein
FBNFPFMN_00196	CDS	840				hypothetical protein
FBNFPFMN_00197	CDS	972				hypothetical protein
FBNFPFMN_00198	CDS	2310	btuB_1			Vitamin B12 transporter BtuB
FBNFPFMN_00199	CDS	321				hypothetical protein
FBNFPFMN_00200	CDS	1032				hypothetical protein
FBNFPFMN_00201	CDS	843				hypothetical protein
FBNFPFMN_00202	CDS	1677	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00203	CDS	651				hypothetical protein
FBNFPFMN_00204	CDS	138				hypothetical protein
FBNFPFMN_00205	CDS	897	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FBNFPFMN_00206	CDS	3672				hypothetical protein
FBNFPFMN_00207	CDS	159				hypothetical protein
FBNFPFMN_00208	CDS	1041				hypothetical protein
FBNFPFMN_00209	CDS	315				hypothetical protein
FBNFPFMN_00210	CDS	768				IS3 family transposase ISMxa1
FBNFPFMN_00211	CDS	270				hypothetical protein
FBNFPFMN_00212	CDS	288				hypothetical protein
FBNFPFMN_00213	CDS	960				hypothetical protein
FBNFPFMN_00214	CDS	2070				hypothetical protein
FBNFPFMN_00215	CDS	111				hypothetical protein
FBNFPFMN_00216	CDS	534			COG3039	IS5 family transposase ISMac15
FBNFPFMN_00217	CDS	1464				hypothetical protein
FBNFPFMN_00218	CDS	639				hypothetical protein
FBNFPFMN_00219	CDS	366				hypothetical protein
FBNFPFMN_00220	CDS	390			COG3039	IS5 family transposase IS1648
FBNFPFMN_00221	CDS	333				hypothetical protein
FBNFPFMN_00222	CDS	2850				hypothetical protein
FBNFPFMN_00223	CDS	1107				hypothetical protein
FBNFPFMN_00224	CDS	585	algU_1		COG1595	RNA polymerase sigma-H factor
FBNFPFMN_00225	CDS	2040	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
FBNFPFMN_00226	CDS	489				hypothetical protein
FBNFPFMN_00227	CDS	297				hypothetical protein
FBNFPFMN_00228	CDS	177				hypothetical protein
FBNFPFMN_00229	CDS	414				hypothetical protein
FBNFPFMN_00230	CDS	1200				hypothetical protein
FBNFPFMN_00231	CDS	300				hypothetical protein
FBNFPFMN_00232	CDS	222				hypothetical protein
FBNFPFMN_00233	CDS	459				hypothetical protein
FBNFPFMN_00234	CDS	477				hypothetical protein
FBNFPFMN_00235	CDS	1263				hypothetical protein
FBNFPFMN_00236	CDS	366				hypothetical protein
FBNFPFMN_00237	CDS	2469				hypothetical protein
FBNFPFMN_00238	CDS	498				hypothetical protein
FBNFPFMN_00239	CDS	1116	chmD	1.1.1.364		dTDP-4-oxo-6-deoxy-D-allose reductase
FBNFPFMN_00240	CDS	1302				hypothetical protein
FBNFPFMN_00241	CDS	162				hypothetical protein
FBNFPFMN_00242	CDS	1803	hepA_1		COG1132	Heterocyst differentiation ATP-binding protein HepA
FBNFPFMN_00243	CDS	1017				hypothetical protein
FBNFPFMN_00244	CDS	876				hypothetical protein
FBNFPFMN_00245	CDS	369				hypothetical protein
FBNFPFMN_00246	CDS	927				hypothetical protein
FBNFPFMN_00247	CDS	1041	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FBNFPFMN_00248	CDS	1014				hypothetical protein
FBNFPFMN_00249	CDS	951				hypothetical protein
FBNFPFMN_00250	CDS	1281	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FBNFPFMN_00251	CDS	888				hypothetical protein
FBNFPFMN_00252	CDS	921				hypothetical protein
FBNFPFMN_00253	CDS	876				hypothetical protein
FBNFPFMN_00254	CDS	1140	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FBNFPFMN_00255	CDS	1143	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FBNFPFMN_00256	CDS	1311				hypothetical protein
FBNFPFMN_00257	CDS	1128	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FBNFPFMN_00258	CDS	1173	gumH	2.4.1.252	COG0438	GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase
FBNFPFMN_00259	CDS	2574				hypothetical protein
FBNFPFMN_00260	CDS	570	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
FBNFPFMN_00261	CDS	873				hypothetical protein
FBNFPFMN_00262	CDS	1176				hypothetical protein
FBNFPFMN_00263	CDS	291				hypothetical protein
FBNFPFMN_00264	CDS	2046				hypothetical protein
FBNFPFMN_00265	CDS	147				hypothetical protein
FBNFPFMN_00266	CDS	879				hypothetical protein
FBNFPFMN_00267	CDS	1914	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
FBNFPFMN_00268	CDS	294				hypothetical protein
FBNFPFMN_00269	CDS	516				hypothetical protein
FBNFPFMN_00270	CDS	1899				hypothetical protein
FBNFPFMN_00271	CDS	165				hypothetical protein
FBNFPFMN_00272	CDS	966				hypothetical protein
FBNFPFMN_00273	CDS	300				hypothetical protein
FBNFPFMN_00274	CDS	579				hypothetical protein
FBNFPFMN_00275	CDS	1998				hypothetical protein
FBNFPFMN_00276	CDS	168				hypothetical protein
FBNFPFMN_00277	CDS	2769				hypothetical protein
FBNFPFMN_00278	CDS	1629	pal_1			Peptidoglycan-associated lipoprotein
FBNFPFMN_00279	CDS	489				hypothetical protein
FBNFPFMN_00280	CDS	153				hypothetical protein
FBNFPFMN_00281	CDS	1875				hypothetical protein
FBNFPFMN_00282	CDS	774				hypothetical protein
FBNFPFMN_00283	CDS	519				hypothetical protein
FBNFPFMN_00284	CDS	297				hypothetical protein
FBNFPFMN_00285	CDS	402				hypothetical protein
FBNFPFMN_00286	CDS	267				hypothetical protein
FBNFPFMN_00287	CDS	222				hypothetical protein
FBNFPFMN_00288	CDS	1227				IS200/IS605 family transposase ISEc42
FBNFPFMN_00289	CDS	1617	groL_1		COG0459	60 kDa chaperonin
FBNFPFMN_00290	CDS	1485	phoA_1	3.1.3.1	COG1785	Alkaline phosphatase 4
FBNFPFMN_00291	CDS	690				hypothetical protein
FBNFPFMN_00292	CDS	168				hypothetical protein
FBNFPFMN_00293	CDS	753	lytR_1		COG3279	Sensory transduction protein LytR
FBNFPFMN_00294	CDS	672	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
FBNFPFMN_00295	CDS	279			COG1662	IS1 family transposase ISSru2
FBNFPFMN_00296	CDS	582				hypothetical protein
FBNFPFMN_00297	CDS	525				hypothetical protein
FBNFPFMN_00298	CDS	1161	dap_1	3.4.11.19		D-aminopeptidase
FBNFPFMN_00299	CDS	180				hypothetical protein
FBNFPFMN_00300	CDS	879				hypothetical protein
FBNFPFMN_00301	CDS	1377	hutI_1	3.5.2.7		Imidazolonepropionase
FBNFPFMN_00302	CDS	831				hypothetical protein
FBNFPFMN_00303	CDS	660				hypothetical protein
FBNFPFMN_00304	CDS	306				hypothetical protein
FBNFPFMN_00305	CDS	1083	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
FBNFPFMN_00306	CDS	456				hypothetical protein
FBNFPFMN_00307	CDS	231				hypothetical protein
FBNFPFMN_00308	CDS	519				hypothetical protein
FBNFPFMN_00309	CDS	426				hypothetical protein
FBNFPFMN_00310	CDS	240				hypothetical protein
FBNFPFMN_00311	CDS	645				hypothetical protein
FBNFPFMN_00312	CDS	657				hypothetical protein
FBNFPFMN_00313	CDS	1539		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
FBNFPFMN_00314	CDS	1044				hypothetical protein
FBNFPFMN_00315	CDS	3036				TonB-dependent receptor P3
FBNFPFMN_00316	CDS	1380				hypothetical protein
FBNFPFMN_00317	CDS	612				hypothetical protein
FBNFPFMN_00318	CDS	3009				TonB-dependent receptor P26
FBNFPFMN_00319	CDS	1371				hypothetical protein
FBNFPFMN_00320	CDS	171				hypothetical protein
FBNFPFMN_00321	CDS	177				hypothetical protein
FBNFPFMN_00322	CDS	291				hypothetical protein
FBNFPFMN_00323	CDS	153				hypothetical protein
FBNFPFMN_00324	CDS	333				hypothetical protein
FBNFPFMN_00325	CDS	393				hypothetical protein
FBNFPFMN_00326	CDS	402				hypothetical protein
FBNFPFMN_00327	CDS	561				hypothetical protein
FBNFPFMN_00328	CDS	942				hypothetical protein
FBNFPFMN_00329	CDS	1263	wecA	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
FBNFPFMN_00330	CDS	1620				hypothetical protein
FBNFPFMN_00331	CDS	1077				hypothetical protein
FBNFPFMN_00332	CDS	2103	recG	3.6.4.12		ATP-dependent DNA helicase RecG
FBNFPFMN_00333	CDS	726				hypothetical protein
FBNFPFMN_00334	CDS	1515	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FBNFPFMN_00335	CDS	525				hypothetical protein
FBNFPFMN_00336	CDS	294				hypothetical protein
FBNFPFMN_00337	CDS	453				hypothetical protein
FBNFPFMN_00338	CDS	684	rlmD	2.1.1.190		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
FBNFPFMN_00339	CDS	2031	tkt	2.2.1.1		Transketolase
FBNFPFMN_00340	CDS	681	tal_2	2.2.1.2	COG0176	Transaldolase
FBNFPFMN_00341	CDS	1623	sglT_1			Sodium/glucose cotransporter
FBNFPFMN_00342	CDS	990				hypothetical protein
FBNFPFMN_00343	CDS	1074				hypothetical protein
FBNFPFMN_00344	CDS	384				hypothetical protein
FBNFPFMN_00345	CDS	276				hypothetical protein
FBNFPFMN_00346	CDS	1341				hypothetical protein
FBNFPFMN_00347	CDS	1164	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
FBNFPFMN_00348	CDS	897				hypothetical protein
FBNFPFMN_00349	CDS	510				hypothetical protein
FBNFPFMN_00350	CDS	171				hypothetical protein
FBNFPFMN_00351	CDS	1005				hypothetical protein
FBNFPFMN_00352	CDS	465				hypothetical protein
FBNFPFMN_00353	CDS	891	ephA	3.3.2.10		Epoxide hydrolase A
FBNFPFMN_00354	CDS	318				hypothetical protein
FBNFPFMN_00355	CDS	375				hypothetical protein
FBNFPFMN_00356	CDS	1767				hypothetical protein
FBNFPFMN_00357	CDS	990				hypothetical protein
FBNFPFMN_00358	CDS	144				hypothetical protein
FBNFPFMN_00359	CDS	693	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
FBNFPFMN_00360	CDS	279				hypothetical protein
FBNFPFMN_00361	CDS	2421				hypothetical protein
FBNFPFMN_00362	CDS	3492				hypothetical protein
FBNFPFMN_00363	CDS	435				hypothetical protein
FBNFPFMN_00364	CDS	1824	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
FBNFPFMN_00365	CDS	1386				hypothetical protein
FBNFPFMN_00366	CDS	2727				hypothetical protein
FBNFPFMN_00367	CDS	2610	lysA	4.1.1.20		Diaminopimelate decarboxylase
FBNFPFMN_00368	CDS	507				hypothetical protein
FBNFPFMN_00369	CDS	768				putative protein
FBNFPFMN_00370	CDS	483	umuD	3.4.21.-	COG1974	Protein UmuD
FBNFPFMN_00371	CDS	1281	umuC		COG0389	Protein UmuC
FBNFPFMN_00372	CDS	1647				hypothetical protein
FBNFPFMN_00373	CDS	3192	tolB_1			Tol-Pal system protein TolB
FBNFPFMN_00374	CDS	1860	nosZ	1.7.2.4		Nitrous-oxide reductase
FBNFPFMN_00375	CDS	672				hypothetical protein
FBNFPFMN_00376	CDS	1398	nosD			putative ABC transporter binding protein NosD
FBNFPFMN_00377	CDS	681	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
FBNFPFMN_00378	CDS	261				hypothetical protein
FBNFPFMN_00379	CDS	525				hypothetical protein
FBNFPFMN_00380	CDS	480				hypothetical protein
FBNFPFMN_00381	CDS	309				hypothetical protein
FBNFPFMN_00382	CDS	204				hypothetical protein
FBNFPFMN_00383	CDS	522	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
FBNFPFMN_00384	CDS	1674	cbaA	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
FBNFPFMN_00385	CDS	618				hypothetical protein
FBNFPFMN_00386	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
FBNFPFMN_00387	CDS	1200				hypothetical protein
FBNFPFMN_00388	CDS	921				hypothetical protein
FBNFPFMN_00389	CDS	597				hypothetical protein
FBNFPFMN_00390	CDS	222				hypothetical protein
FBNFPFMN_00391	CDS	219				hypothetical protein
FBNFPFMN_00392	CDS	1515	fixN	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
FBNFPFMN_00393	CDS	597				hypothetical protein
FBNFPFMN_00394	CDS	780				hypothetical protein
FBNFPFMN_00395	CDS	2136	copA_1	7.2.2.8		Copper-exporting P-type ATPase
FBNFPFMN_00396	CDS	1455	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
FBNFPFMN_00397	CDS	765				hypothetical protein
FBNFPFMN_00398	CDS	750	zupT_1			Zinc transporter ZupT
FBNFPFMN_00399	CDS	510	dps1	1.16.-.-	COG0783	DNA protection during starvation protein 1
FBNFPFMN_00400	CDS	3144	mdtB_1			Multidrug resistance protein MdtB
FBNFPFMN_00401	CDS	501				hypothetical protein
FBNFPFMN_00402	CDS	714	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
FBNFPFMN_00403	CDS	3336	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00404	CDS	624				hypothetical protein
FBNFPFMN_00405	CDS	2382	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
FBNFPFMN_00406	CDS	3579	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
FBNFPFMN_00407	CDS	813	uppP	3.6.1.27		Undecaprenyl-diphosphatase
FBNFPFMN_00408	CDS	168				hypothetical protein
FBNFPFMN_00409	CDS	816				hypothetical protein
FBNFPFMN_00410	CDS	1299	der		COG1160	GTPase Der
FBNFPFMN_00411	CDS	780				hypothetical protein
FBNFPFMN_00412	CDS	705				hypothetical protein
FBNFPFMN_00413	CDS	1035	pqiB		COG3008	Intermembrane transport protein PqiB
FBNFPFMN_00414	CDS	768	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl
FBNFPFMN_00415	CDS	1116				hypothetical protein
FBNFPFMN_00416	CDS	414				hypothetical protein
