locus_tag	ftype	length_bp	gene	EC_number	COG	product
KFBDFGIE_00107	CDS	3321	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
KFBDFGIE_00108	CDS	2718	btuB_1			Vitamin B12 transporter BtuB
KFBDFGIE_00109	CDS	1446				hypothetical protein
KFBDFGIE_00110	CDS	1533				hypothetical protein
KFBDFGIE_00111	CDS	402				hypothetical protein
KFBDFGIE_00112	CDS	1245				hypothetical protein
KFBDFGIE_00113	CDS	918				hypothetical protein
KFBDFGIE_00114	CDS	609	lemA		COG1704	Protein LemA
KFBDFGIE_00115	CDS	831				hypothetical protein
KFBDFGIE_00116	CDS	330				hypothetical protein
KFBDFGIE_00117	CDS	1062	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
KFBDFGIE_00118	CDS	717				hypothetical protein
KFBDFGIE_00119	CDS	831	htpX_1	3.4.24.-	COG0501	Protease HtpX 
KFBDFGIE_00120	CDS	885				hypothetical protein
KFBDFGIE_00121	CDS	2469	cadA_1	3.6.3.3		Cadmium-transporting ATPase
KFBDFGIE_00122	CDS	4122	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
KFBDFGIE_00123	CDS	765	rhaS_1			HTH-type transcriptional activator RhaS
KFBDFGIE_00124	CDS	969				hypothetical protein
KFBDFGIE_00125	CDS	642				hypothetical protein
KFBDFGIE_00126	CDS	600				hypothetical protein
KFBDFGIE_00127	CDS	501				hypothetical protein
KFBDFGIE_00128	CDS	462				hypothetical protein
KFBDFGIE_00129	CDS	831				hypothetical protein
KFBDFGIE_00130	CDS	1476				hypothetical protein
KFBDFGIE_00131	CDS	378	smtB_1		COG0640	Transcriptional repressor SmtB
KFBDFGIE_00132	CDS	1620				hypothetical protein
KFBDFGIE_00133	CDS	2658				hypothetical protein
KFBDFGIE_00134	CDS	1344	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
KFBDFGIE_00135	CDS	2595				hypothetical protein
KFBDFGIE_00136	CDS	651				hypothetical protein
KFBDFGIE_00137	CDS	873				hypothetical protein
KFBDFGIE_00138	CDS	651				hypothetical protein
KFBDFGIE_00139	CDS	474				hypothetical protein
KFBDFGIE_00140	CDS	216				hypothetical protein
KFBDFGIE_00141	CDS	390			COG3039	IS5 family transposase IS1648
KFBDFGIE_00142	CDS	333				hypothetical protein
KFBDFGIE_00143	CDS	834				hypothetical protein
KFBDFGIE_00144	CDS	414				hypothetical protein
KFBDFGIE_00145	CDS	258				hypothetical protein
KFBDFGIE_00146	CDS	1176				hypothetical protein
KFBDFGIE_00147	CDS	756				hypothetical protein
KFBDFGIE_00148	CDS	1401		1.13.11.75		Apocarotenoid-15,15'-oxygenase
KFBDFGIE_00149	CDS	717				hypothetical protein
KFBDFGIE_00150	CDS	219				hypothetical protein
KFBDFGIE_00151	CDS	1356	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
KFBDFGIE_00152	CDS	927				hypothetical protein
KFBDFGIE_00153	CDS	975	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
KFBDFGIE_00154	CDS	2802				hypothetical protein
KFBDFGIE_00155	CDS	447				hypothetical protein
KFBDFGIE_00156	CDS	678	copR			Transcriptional activator protein CopR
KFBDFGIE_00157	CDS	1482	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
KFBDFGIE_00158	CDS	390	ygiW		COG3111	Protein YgiW
KFBDFGIE_00159	CDS	1164	yycB		COG2807	putative transporter YycB
KFBDFGIE_00160	CDS	471				hypothetical protein
KFBDFGIE_00161	CDS	246				hypothetical protein
KFBDFGIE_00162	CDS	1044				hypothetical protein
KFBDFGIE_00163	CDS	954				hypothetical protein
KFBDFGIE_00164	CDS	2160	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
KFBDFGIE_00165	CDS	5007	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
KFBDFGIE_00166	CDS	210				hypothetical protein
KFBDFGIE_00167	CDS	174				hypothetical protein
KFBDFGIE_00168	CDS	1620				hypothetical protein
KFBDFGIE_00169	CDS	879	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KFBDFGIE_00170	CDS	855				hypothetical protein
KFBDFGIE_00171	CDS	603				hypothetical protein
KFBDFGIE_00172	CDS	474				hypothetical protein
KFBDFGIE_00173	CDS	963	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
KFBDFGIE_00174	CDS	435				hypothetical protein
KFBDFGIE_00175	CDS	1326				hypothetical protein
KFBDFGIE_00176	CDS	684				hypothetical protein
KFBDFGIE_00177	CDS	639				hypothetical protein
KFBDFGIE_00178	CDS	699				hypothetical protein
KFBDFGIE_00179	CDS	1035				hypothetical protein
KFBDFGIE_00180	CDS	579	resA_1			Thiol-disulfide oxidoreductase ResA
KFBDFGIE_00181	CDS	393				hypothetical protein
KFBDFGIE_00182	CDS	450				hypothetical protein
KFBDFGIE_00183	CDS	558	resA_2			Thiol-disulfide oxidoreductase ResA
KFBDFGIE_00184	CDS	519				hypothetical protein
KFBDFGIE_00185	CDS	2391				hypothetical protein
KFBDFGIE_00186	CDS	318				hypothetical protein
KFBDFGIE_00187	CDS	615				hypothetical protein
KFBDFGIE_00188	CDS	210				hypothetical protein
KFBDFGIE_00189	CDS	375				hypothetical protein
KFBDFGIE_00190	CDS	582				hypothetical protein
KFBDFGIE_00191	CDS	564				hypothetical protein
KFBDFGIE_00192	CDS	840				hypothetical protein
KFBDFGIE_00193	CDS	972				hypothetical protein
KFBDFGIE_00194	CDS	2310	btuB_2			Vitamin B12 transporter BtuB
KFBDFGIE_00195	CDS	936				hypothetical protein
KFBDFGIE_00196	CDS	639				hypothetical protein
KFBDFGIE_00197	CDS	390			COG3039	IS5 family transposase IS1648
KFBDFGIE_00198	CDS	333				hypothetical protein
KFBDFGIE_00199	CDS	138				hypothetical protein
KFBDFGIE_00200	CDS	2850				hypothetical protein
KFBDFGIE_00201	CDS	1122				hypothetical protein
KFBDFGIE_00202	CDS	585	algU_1		COG1595	RNA polymerase sigma-H factor
KFBDFGIE_00203	CDS	2040	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
KFBDFGIE_00204	CDS	285				hypothetical protein
KFBDFGIE_00205	CDS	258				hypothetical protein
KFBDFGIE_00206	CDS	1221				IS200/IS605 family transposase ISTel3
KFBDFGIE_00207	CDS	366				hypothetical protein
KFBDFGIE_00208	CDS	840				hypothetical protein
KFBDFGIE_00209	CDS	366				hypothetical protein
KFBDFGIE_00210	CDS	2460				hypothetical protein
KFBDFGIE_00211	CDS	441				hypothetical protein
KFBDFGIE_00212	CDS	1434	wbpA_1	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
KFBDFGIE_00213	CDS	1830	pglK_1	7.5.2.5	COG1132	Protein glycosylation K
KFBDFGIE_00214	CDS	1299				hypothetical protein
KFBDFGIE_00215	CDS	1731				hypothetical protein
KFBDFGIE_00216	CDS	795				hypothetical protein
KFBDFGIE_00217	CDS	921				hypothetical protein
KFBDFGIE_00218	CDS	105				hypothetical protein
KFBDFGIE_00219	CDS	1182	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KFBDFGIE_00220	CDS	792				hypothetical protein
KFBDFGIE_00221	CDS	981				hypothetical protein
KFBDFGIE_00222	CDS	1212	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KFBDFGIE_00223	CDS	1167	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KFBDFGIE_00224	CDS	1071	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KFBDFGIE_00225	CDS	1449				hypothetical protein
KFBDFGIE_00226	CDS	1167	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KFBDFGIE_00227	CDS	867				hypothetical protein
KFBDFGIE_00228	CDS	828				hypothetical protein
KFBDFGIE_00229	CDS	2193	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
KFBDFGIE_00230	CDS	1440				hypothetical protein
KFBDFGIE_00231	CDS	1251	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KFBDFGIE_00232	CDS	1113	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
KFBDFGIE_00233	CDS	3819				hypothetical protein
KFBDFGIE_00234	CDS	1092				hypothetical protein
KFBDFGIE_00235	CDS	318				hypothetical protein
KFBDFGIE_00236	CDS	2007				hypothetical protein
KFBDFGIE_00237	CDS	876				hypothetical protein
KFBDFGIE_00238	CDS	681				hypothetical protein
KFBDFGIE_00239	CDS	993				hypothetical protein
KFBDFGIE_00240	CDS	897				hypothetical protein
KFBDFGIE_00241	CDS	1815	asnB_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
KFBDFGIE_00242	CDS	963	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KFBDFGIE_00243	CDS	1269				hypothetical protein
KFBDFGIE_00244	CDS	1629	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
KFBDFGIE_00245	CDS	1080		2.4.-.-		putative glycosyltransferase
KFBDFGIE_00246	CDS	1038				hypothetical protein
KFBDFGIE_00247	CDS	1341	dadA	1.4.99.-		D-amino acid dehydrogenase
KFBDFGIE_00248	CDS	1503				hypothetical protein
KFBDFGIE_00249	CDS	1896	asnB_2	6.3.5.4	COG0367	Putative asparagine synthetase [glutamine-hydrolyzing]
KFBDFGIE_00250	CDS	186				hypothetical protein
KFBDFGIE_00251	CDS	936				hypothetical protein
KFBDFGIE_00252	CDS	285				hypothetical protein
KFBDFGIE_00253	CDS	1023				hypothetical protein
KFBDFGIE_00254	CDS	1998				hypothetical protein
KFBDFGIE_00255	CDS	168				hypothetical protein
KFBDFGIE_00256	CDS	2769				hypothetical protein
KFBDFGIE_00257	CDS	1629	pal_1			Peptidoglycan-associated lipoprotein
KFBDFGIE_00258	CDS	489				hypothetical protein
KFBDFGIE_00259	CDS	699				hypothetical protein
KFBDFGIE_00260	CDS	162	groS_1			10 kDa chaperonin
KFBDFGIE_00261	CDS	123	groS1		COG0234	10 kDa chaperonin 1
KFBDFGIE_00262	CDS	807	groL_1			60 kDa chaperonin
KFBDFGIE_00263	CDS	1485	phoA_1	3.1.3.1	COG1785	Alkaline phosphatase 4
KFBDFGIE_00264	CDS	213				hypothetical protein
KFBDFGIE_00265	CDS	1083	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
KFBDFGIE_00266	CDS	456				hypothetical protein
KFBDFGIE_00267	CDS	231				hypothetical protein
KFBDFGIE_00268	CDS	519				hypothetical protein
KFBDFGIE_00269	CDS	426	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
KFBDFGIE_00270	CDS	312				hypothetical protein
KFBDFGIE_00271	CDS	651				hypothetical protein
KFBDFGIE_00272	CDS	1539		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
KFBDFGIE_00273	CDS	846				hypothetical protein
KFBDFGIE_00274	CDS	1371	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
KFBDFGIE_00275	CDS	477				hypothetical protein
KFBDFGIE_00276	CDS	951				hypothetical protein
KFBDFGIE_00277	CDS	2052	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
KFBDFGIE_00278	CDS	630	resA_3			Thiol-disulfide oxidoreductase ResA
KFBDFGIE_00279	CDS	468				hypothetical protein
KFBDFGIE_00280	CDS	492				hypothetical protein
KFBDFGIE_00281	CDS	618	resA_4			Thiol-disulfide oxidoreductase ResA
KFBDFGIE_00282	CDS	513				hypothetical protein
KFBDFGIE_00283	CDS	507				hypothetical protein
KFBDFGIE_00284	CDS	1263	wecA_1	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
KFBDFGIE_00285	CDS	1620				hypothetical protein
KFBDFGIE_00286	CDS	1077				hypothetical protein
KFBDFGIE_00287	CDS	2103	recG	3.6.4.12		ATP-dependent DNA helicase RecG
KFBDFGIE_00288	CDS	726				hypothetical protein
KFBDFGIE_00289	CDS	1515	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
KFBDFGIE_00290	CDS	582				hypothetical protein
KFBDFGIE_00291	CDS	294				hypothetical protein
KFBDFGIE_00292	CDS	453				hypothetical protein
KFBDFGIE_00293	CDS	684				hypothetical protein
KFBDFGIE_00294	CDS	2031	tkt	2.2.1.1		Transketolase
KFBDFGIE_00295	CDS	681	tal_2	2.2.1.2	COG0176	Transaldolase
KFBDFGIE_00296	CDS	1623	sglT_1			Sodium/glucose cotransporter
KFBDFGIE_00297	CDS	990				hypothetical protein
KFBDFGIE_00298	CDS	1074				hypothetical protein
KFBDFGIE_00299	CDS	384				hypothetical protein
KFBDFGIE_00300	CDS	276				hypothetical protein
KFBDFGIE_00301	CDS	1341				hypothetical protein
KFBDFGIE_00302	CDS	1164	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
KFBDFGIE_00303	CDS	897				hypothetical protein
KFBDFGIE_00304	CDS	510				hypothetical protein
KFBDFGIE_00305	CDS	777				hypothetical protein
KFBDFGIE_00306	CDS	1005				hypothetical protein
KFBDFGIE_00307	CDS	465				hypothetical protein
KFBDFGIE_00308	CDS	891	ephA	3.3.2.10		Epoxide hydrolase A
KFBDFGIE_00309	CDS	318				hypothetical protein
KFBDFGIE_00310	CDS	375				hypothetical protein
KFBDFGIE_00311	CDS	1767				hypothetical protein
KFBDFGIE_00312	CDS	990				hypothetical protein
KFBDFGIE_00313	CDS	144				hypothetical protein
KFBDFGIE_00314	CDS	693	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
KFBDFGIE_00315	CDS	279				hypothetical protein
KFBDFGIE_00316	CDS	2409				hypothetical protein
KFBDFGIE_00317	CDS	3492				hypothetical protein
KFBDFGIE_00318	CDS	435				hypothetical protein
KFBDFGIE_00319	CDS	1824	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
KFBDFGIE_00320	CDS	1386				hypothetical protein
KFBDFGIE_00321	CDS	2727				hypothetical protein
KFBDFGIE_00322	CDS	2610	lysA	4.1.1.20		Diaminopimelate decarboxylase
KFBDFGIE_00323	CDS	507				hypothetical protein
KFBDFGIE_00324	CDS	768				putative protein
KFBDFGIE_00325	CDS	483	umuD	3.4.21.-	COG1974	Protein UmuD
KFBDFGIE_00326	CDS	1281	umuC		COG0389	Protein UmuC
KFBDFGIE_00327	CDS	1647				hypothetical protein
KFBDFGIE_00328	CDS	3192	tolB_1			Tol-Pal system protein TolB
KFBDFGIE_00329	CDS	1848	nosZ	1.7.2.4		Nitrous-oxide reductase
KFBDFGIE_00330	CDS	660				hypothetical protein
KFBDFGIE_00331	CDS	1392	nosD			putative ABC transporter binding protein NosD
KFBDFGIE_00332	CDS	681	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
KFBDFGIE_00333	CDS	795				hypothetical protein
KFBDFGIE_00334	CDS	711				hypothetical protein
KFBDFGIE_00335	CDS	309				hypothetical protein
KFBDFGIE_00336	CDS	204				hypothetical protein
KFBDFGIE_00337	CDS	522	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
KFBDFGIE_00338	CDS	1674	cbaA	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
KFBDFGIE_00339	CDS	618				hypothetical protein
KFBDFGIE_00340	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
KFBDFGIE_00341	CDS	1200	fccB	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
KFBDFGIE_00342	CDS	921				hypothetical protein
KFBDFGIE_00343	CDS	597				hypothetical protein
KFBDFGIE_00344	CDS	222				hypothetical protein
KFBDFGIE_00345	CDS	219				hypothetical protein
KFBDFGIE_00346	CDS	1515	fixN	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
KFBDFGIE_00347	CDS	597				hypothetical protein
KFBDFGIE_00348	CDS	780				hypothetical protein
KFBDFGIE_00349	CDS	2136	copA_1	7.2.2.8		Copper-exporting P-type ATPase
KFBDFGIE_00350	CDS	1455	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
KFBDFGIE_00351	CDS	765				hypothetical protein
KFBDFGIE_00352	CDS	750	zupT_1			Zinc transporter ZupT
KFBDFGIE_00353	CDS	510	dps2	1.16.-.-	COG0783	DNA protection during starvation protein 2
KFBDFGIE_00354	CDS	3144	mdtB_1			Multidrug resistance protein MdtB
KFBDFGIE_00355	CDS	501				hypothetical protein
KFBDFGIE_00356	CDS	714	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
KFBDFGIE_00357	CDS	3336	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
KFBDFGIE_00358	CDS	624				hypothetical protein
KFBDFGIE_00359	CDS	2382	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
KFBDFGIE_00360	CDS	3582	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KFBDFGIE_00361	CDS	393				hypothetical protein
KFBDFGIE_00362	CDS	507				hypothetical protein
KFBDFGIE_00363	CDS	813	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
KFBDFGIE_00364	CDS	216				hypothetical protein
KFBDFGIE_00365	CDS	816				hypothetical protein
KFBDFGIE_00366	CDS	231				hypothetical protein
KFBDFGIE_00367	CDS	1299	der		COG1160	GTPase Der
KFBDFGIE_00368	CDS	780				hypothetical protein
KFBDFGIE_00369	CDS	705				hypothetical protein
KFBDFGIE_00370	CDS	1035	pqiB		COG3008	Intermembrane transport protein PqiB
KFBDFGIE_00371	CDS	768	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl
KFBDFGIE_00372	CDS	1116				hypothetical protein
KFBDFGIE_00373	CDS	414				hypothetical protein
KFBDFGIE_00374	CDS	687	pal_2			Peptidoglycan-associated lipoprotein
KFBDFGIE_00375	CDS	984	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
KFBDFGIE_00376	CDS	1389	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
KFBDFGIE_00377	CDS	2811				hypothetical protein
KFBDFGIE_00378	CDS	525	mmpR5			HTH-type transcriptional regulator MmpR5
KFBDFGIE_00379	CDS	2337				hypothetical protein
KFBDFGIE_00380	CDS	2982	btuB_3			Vitamin B12 transporter BtuB
KFBDFGIE_00381	CDS	3810	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
KFBDFGIE_00382	CDS	1620				hypothetical protein
KFBDFGIE_00383	CDS	1083	ccpA		COG1609	Catabolite control protein A
KFBDFGIE_00384	CDS	3009	susC			TonB-dependent receptor SusC
KFBDFGIE_00385	CDS	1758	susD			Starch-binding protein SusD
KFBDFGIE_00386	CDS	1203				hypothetical protein
KFBDFGIE_00387	CDS	4329	glgB_1	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
KFBDFGIE_00388	CDS	216				hypothetical protein
KFBDFGIE_00389	CDS	192				hypothetical protein
KFBDFGIE_00390	CDS	456				hypothetical protein
KFBDFGIE_00391	CDS	711				hypothetical protein
KFBDFGIE_00392	CDS	1260				hypothetical protein
KFBDFGIE_00393	CDS	3174				TonB-dependent receptor P39
KFBDFGIE_00394	CDS	1566				hypothetical protein
KFBDFGIE_00395	CDS	1773				hypothetical protein
KFBDFGIE_00396	CDS	468				hypothetical protein
KFBDFGIE_00397	CDS	1716	chb	3.2.1.52		Chitobiase
KFBDFGIE_00398	CDS	417				hypothetical protein
KFBDFGIE_00399	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
KFBDFGIE_00400	CDS	1131				hypothetical protein
