locus_tag	ftype	length_bp	gene	EC_number	COG	product
NHIKOAIL_00038	CDS	390	rpsI			30S ribosomal protein S9
NHIKOAIL_00039	CDS	447	rplM		COG0102	50S ribosomal protein L13
NHIKOAIL_00040	CDS	504				hypothetical protein
NHIKOAIL_00041	CDS	198	rpmF			50S ribosomal protein L32
NHIKOAIL_00042	CDS	1017	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
NHIKOAIL_00043	CDS	1005	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
NHIKOAIL_00044	CDS	939	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
NHIKOAIL_00045	CDS	807				hypothetical protein
NHIKOAIL_00046	CDS	750	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NHIKOAIL_00047	CDS	1437	crhR	3.6.4.13		RNA helicase CrhR
NHIKOAIL_00048	CDS	222				hypothetical protein
NHIKOAIL_00049	CDS	459				hypothetical protein
NHIKOAIL_00050	CDS	570				hypothetical protein
NHIKOAIL_00051	CDS	207				hypothetical protein
NHIKOAIL_00052	CDS	1068		3.4.11.-		Aminopeptidase 2
NHIKOAIL_00053	CDS	1461				hypothetical protein
NHIKOAIL_00054	tRNA	75				tRNA-Val(tac)
NHIKOAIL_00055	tRNA	74				tRNA-Gly(ccc)
NHIKOAIL_00056	CDS	165	rpmH		COG0230	50S ribosomal protein L34
NHIKOAIL_00057	CDS	447				hypothetical protein
NHIKOAIL_00058	CDS	1965	yidC			Membrane protein insertase YidC
NHIKOAIL_00059	CDS	1386	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
NHIKOAIL_00060	CDS	747				hypothetical protein
NHIKOAIL_00061	CDS	633				hypothetical protein
NHIKOAIL_00062	CDS	492				hypothetical protein
NHIKOAIL_00063	CDS	480				hypothetical protein
NHIKOAIL_00064	CDS	1995	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
NHIKOAIL_00065	CDS	648	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
NHIKOAIL_00066	CDS	861			COG1073	putative protein
NHIKOAIL_00067	CDS	3429	mfd	3.6.4.-		Transcription-repair-coupling factor
NHIKOAIL_00068	CDS	357				hypothetical protein
NHIKOAIL_00069	CDS	336				hypothetical protein
NHIKOAIL_00070	CDS	360				hypothetical protein
NHIKOAIL_00071	CDS	927	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
NHIKOAIL_00072	CDS	2817				hypothetical protein
NHIKOAIL_00073	CDS	579				hypothetical protein
NHIKOAIL_00074	CDS	1239	recF_1		COG1195	DNA replication and repair protein RecF
NHIKOAIL_00075	CDS	1536	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
NHIKOAIL_00076	CDS	447	phaJ	4.2.1.119		(R)-specific enoyl-CoA hydratase
NHIKOAIL_00077	CDS	2550				hypothetical protein
NHIKOAIL_00078	CDS	630	xerC_1			Tyrosine recombinase XerC
NHIKOAIL_00079	CDS	216				hypothetical protein
NHIKOAIL_00080	CDS	483				hypothetical protein
NHIKOAIL_00081	CDS	393				hypothetical protein
NHIKOAIL_00082	CDS	339				hypothetical protein
NHIKOAIL_00083	CDS	747				hypothetical protein
NHIKOAIL_00084	CDS	246				hypothetical protein
NHIKOAIL_00085	CDS	2046	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
NHIKOAIL_00086	CDS	2031	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NHIKOAIL_00087	CDS	945				hypothetical protein
NHIKOAIL_00088	CDS	1434	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
NHIKOAIL_00089	CDS	1515	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
NHIKOAIL_00090	CDS	912		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
NHIKOAIL_00091	CDS	2763	tal_1	2.2.1.2		Transaldolase
NHIKOAIL_00092	CDS	345				hypothetical protein
NHIKOAIL_00093	CDS	633				hypothetical protein
NHIKOAIL_00094	CDS	651	bm3R1			HTH-type transcriptional repressor Bm3R1
NHIKOAIL_00095	CDS	2478				hypothetical protein
NHIKOAIL_00096	CDS	1101	srpA			Solvent efflux pump periplasmic linker SrpA
NHIKOAIL_00097	CDS	3051	swrC_1		COG0841	Swarming motility protein SwrC
NHIKOAIL_00098	CDS	2139	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
NHIKOAIL_00099	CDS	1956	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NHIKOAIL_00100	CDS	2304		1.18.1.2		Ferredoxin--NADP reductase
NHIKOAIL_00101	CDS	1533				hypothetical protein
NHIKOAIL_00102	CDS	1170				hypothetical protein
NHIKOAIL_00103	CDS	1143				hypothetical protein
NHIKOAIL_00104	CDS	891				hypothetical protein
NHIKOAIL_00105	CDS	2874	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
NHIKOAIL_00106	CDS	507				hypothetical protein
NHIKOAIL_00107	CDS	3321	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
NHIKOAIL_00108	CDS	918				hypothetical protein
NHIKOAIL_00109	CDS	609	lemA		COG1704	Protein LemA
NHIKOAIL_00110	CDS	828				hypothetical protein
NHIKOAIL_00111	CDS	330				hypothetical protein
NHIKOAIL_00112	CDS	1077	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
NHIKOAIL_00113	CDS	717				hypothetical protein
NHIKOAIL_00114	CDS	831	htpX_1	3.4.24.-	COG0501	Protease HtpX 
NHIKOAIL_00115	CDS	891				hypothetical protein
NHIKOAIL_00116	CDS	609				hypothetical protein
NHIKOAIL_00117	CDS	2397	cadA_1	3.6.3.3		Cadmium-transporting ATPase
NHIKOAIL_00118	CDS	4119	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
NHIKOAIL_00119	CDS	765	rhaS_1			HTH-type transcriptional activator RhaS
NHIKOAIL_00120	CDS	969				hypothetical protein
NHIKOAIL_00121	CDS	642				hypothetical protein
NHIKOAIL_00122	CDS	600				hypothetical protein
NHIKOAIL_00123	CDS	501				hypothetical protein
NHIKOAIL_00124	CDS	462				hypothetical protein
NHIKOAIL_00125	CDS	453				hypothetical protein
NHIKOAIL_00126	CDS	6492				hypothetical protein
NHIKOAIL_00127	CDS	711				hypothetical protein
NHIKOAIL_00128	CDS	462				hypothetical protein
NHIKOAIL_00129	CDS	831				hypothetical protein
NHIKOAIL_00130	CDS	1476				hypothetical protein
NHIKOAIL_00131	CDS	378	smtB_1		COG0640	Transcriptional repressor SmtB
NHIKOAIL_00132	CDS	1620				hypothetical protein
NHIKOAIL_00133	CDS	186				hypothetical protein
NHIKOAIL_00134	CDS	2658				hypothetical protein
NHIKOAIL_00135	CDS	264				hypothetical protein
NHIKOAIL_00136	CDS	315				hypothetical protein
NHIKOAIL_00137	CDS	1344	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NHIKOAIL_00138	CDS	2595				hypothetical protein
NHIKOAIL_00139	CDS	726				hypothetical protein
NHIKOAIL_00140	CDS	651				hypothetical protein
NHIKOAIL_00141	CDS	873				hypothetical protein
NHIKOAIL_00142	CDS	570				hypothetical protein
NHIKOAIL_00143	CDS	474				hypothetical protein
NHIKOAIL_00144	CDS	216				hypothetical protein
NHIKOAIL_00145	CDS	834				hypothetical protein
NHIKOAIL_00146	CDS	507				hypothetical protein
NHIKOAIL_00147	CDS	1176				hypothetical protein
NHIKOAIL_00148	CDS	165				hypothetical protein
NHIKOAIL_00149	CDS	1401		1.13.11.75		Apocarotenoid-15,15'-oxygenase
NHIKOAIL_00150	CDS	717				hypothetical protein
NHIKOAIL_00151	CDS	219				hypothetical protein
NHIKOAIL_00152	CDS	1356	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
NHIKOAIL_00153	CDS	801				hypothetical protein
NHIKOAIL_00154	CDS	975	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
NHIKOAIL_00155	CDS	1683	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
NHIKOAIL_00156	CDS	447				hypothetical protein
NHIKOAIL_00157	CDS	1164	yycB		COG2807	putative transporter YycB
NHIKOAIL_00158	CDS	1704				hypothetical protein
NHIKOAIL_00159	CDS	522				hypothetical protein
NHIKOAIL_00160	CDS	708	hmp_1	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
NHIKOAIL_00161	CDS	639				hypothetical protein
NHIKOAIL_00162	CDS	471				hypothetical protein
NHIKOAIL_00163	CDS	246				hypothetical protein
NHIKOAIL_00164	CDS	837				hypothetical protein
NHIKOAIL_00165	CDS	1044				hypothetical protein
NHIKOAIL_00166	CDS	1593				hypothetical protein
NHIKOAIL_00167	CDS	114				hypothetical protein
NHIKOAIL_00168	CDS	480				hypothetical protein
NHIKOAIL_00169	CDS	963				hypothetical protein
NHIKOAIL_00170	CDS	2190	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
NHIKOAIL_00171	CDS	5007	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
NHIKOAIL_00172	CDS	1944				hypothetical protein
NHIKOAIL_00173	CDS	210				hypothetical protein
NHIKOAIL_00174	CDS	1620				hypothetical protein
NHIKOAIL_00175	CDS	879	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NHIKOAIL_00176	CDS	855				hypothetical protein
NHIKOAIL_00177	CDS	474				hypothetical protein
NHIKOAIL_00178	CDS	963	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
NHIKOAIL_00179	CDS	456				hypothetical protein
NHIKOAIL_00180	CDS	1326				hypothetical protein
NHIKOAIL_00181	CDS	684				hypothetical protein
NHIKOAIL_00182	CDS	639				hypothetical protein
NHIKOAIL_00183	CDS	699				hypothetical protein
NHIKOAIL_00184	CDS	831				hypothetical protein
NHIKOAIL_00185	CDS	579	resA_1			Thiol-disulfide oxidoreductase ResA
NHIKOAIL_00186	CDS	393				hypothetical protein
NHIKOAIL_00187	CDS	1599				hypothetical protein
NHIKOAIL_00188	CDS	1836				hypothetical protein
NHIKOAIL_00189	CDS	318				hypothetical protein
NHIKOAIL_00190	CDS	615				hypothetical protein
NHIKOAIL_00191	CDS	210				hypothetical protein
NHIKOAIL_00192	CDS	375				hypothetical protein
NHIKOAIL_00193	CDS	582				hypothetical protein
NHIKOAIL_00194	CDS	564				hypothetical protein
NHIKOAIL_00195	CDS	840				hypothetical protein
NHIKOAIL_00196	CDS	972				hypothetical protein
NHIKOAIL_00197	CDS	2310	btuB_1			Vitamin B12 transporter BtuB
NHIKOAIL_00198	CDS	321				hypothetical protein
NHIKOAIL_00199	CDS	1032				hypothetical protein
NHIKOAIL_00200	CDS	843				hypothetical protein
NHIKOAIL_00201	CDS	1677	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
NHIKOAIL_00202	CDS	651				hypothetical protein
NHIKOAIL_00203	CDS	138				hypothetical protein
NHIKOAIL_00204	CDS	897	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NHIKOAIL_00205	CDS	3672				hypothetical protein
NHIKOAIL_00206	CDS	159				hypothetical protein
NHIKOAIL_00207	CDS	1041				hypothetical protein
NHIKOAIL_00208	CDS	315				hypothetical protein
NHIKOAIL_00209	CDS	768				IS3 family transposase ISMxa1
NHIKOAIL_00210	CDS	270				hypothetical protein
NHIKOAIL_00211	CDS	288				hypothetical protein
NHIKOAIL_00212	CDS	960				hypothetical protein
NHIKOAIL_00213	CDS	2070				hypothetical protein
NHIKOAIL_00214	CDS	186				hypothetical protein
NHIKOAIL_00215	CDS	111				hypothetical protein
NHIKOAIL_00216	CDS	534			COG3039	IS5 family transposase ISMac15
NHIKOAIL_00217	CDS	1452				hypothetical protein
NHIKOAIL_00218	CDS	639				hypothetical protein
NHIKOAIL_00219	CDS	366				hypothetical protein
NHIKOAIL_00220	CDS	390			COG3039	IS5 family transposase IS1648
NHIKOAIL_00221	CDS	333				hypothetical protein
NHIKOAIL_00222	CDS	2850				hypothetical protein
NHIKOAIL_00223	CDS	1107				hypothetical protein
NHIKOAIL_00224	CDS	585	algU_1		COG1595	RNA polymerase sigma-H factor
NHIKOAIL_00225	CDS	2040	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
NHIKOAIL_00226	CDS	489				hypothetical protein
NHIKOAIL_00227	CDS	297				hypothetical protein
NHIKOAIL_00228	CDS	177				hypothetical protein
NHIKOAIL_00229	CDS	414				hypothetical protein
NHIKOAIL_00230	CDS	1200				hypothetical protein
NHIKOAIL_00231	CDS	300				hypothetical protein
NHIKOAIL_00232	CDS	222				hypothetical protein
NHIKOAIL_00233	CDS	459				hypothetical protein
NHIKOAIL_00234	CDS	477				hypothetical protein
NHIKOAIL_00235	CDS	1263				hypothetical protein
NHIKOAIL_00236	CDS	366				hypothetical protein
NHIKOAIL_00237	CDS	2469				hypothetical protein
NHIKOAIL_00238	CDS	498				hypothetical protein
NHIKOAIL_00239	CDS	1116	chmD_1	1.1.1.364		dTDP-4-oxo-6-deoxy-D-allose reductase
NHIKOAIL_00240	CDS	1302				hypothetical protein
NHIKOAIL_00241	CDS	162				hypothetical protein
NHIKOAIL_00242	CDS	1803	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
NHIKOAIL_00243	CDS	1017				hypothetical protein
NHIKOAIL_00244	CDS	876				hypothetical protein
NHIKOAIL_00245	CDS	369				hypothetical protein
NHIKOAIL_00246	CDS	927				hypothetical protein
NHIKOAIL_00247	CDS	1041	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NHIKOAIL_00248	CDS	1014				hypothetical protein
NHIKOAIL_00249	CDS	951				hypothetical protein
NHIKOAIL_00250	CDS	1281	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NHIKOAIL_00251	CDS	888				hypothetical protein
NHIKOAIL_00252	CDS	921				hypothetical protein
NHIKOAIL_00253	CDS	876				hypothetical protein
NHIKOAIL_00254	CDS	1140	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NHIKOAIL_00255	CDS	1143	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NHIKOAIL_00256	CDS	1311				hypothetical protein
NHIKOAIL_00257	CDS	1128	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NHIKOAIL_00258	CDS	1173	gumH	2.4.1.252	COG0438	GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase
NHIKOAIL_00259	CDS	2574				hypothetical protein
NHIKOAIL_00260	CDS	570	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
NHIKOAIL_00261	CDS	873				hypothetical protein
NHIKOAIL_00262	CDS	1176				hypothetical protein
NHIKOAIL_00263	CDS	291				hypothetical protein
NHIKOAIL_00264	CDS	2046				hypothetical protein
NHIKOAIL_00265	CDS	147				hypothetical protein
NHIKOAIL_00266	CDS	879				hypothetical protein
NHIKOAIL_00267	CDS	1914	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
NHIKOAIL_00268	CDS	294				hypothetical protein
NHIKOAIL_00269	CDS	516				hypothetical protein
NHIKOAIL_00270	CDS	1899				hypothetical protein
NHIKOAIL_00271	CDS	165				hypothetical protein
NHIKOAIL_00272	CDS	966				hypothetical protein
NHIKOAIL_00273	CDS	300				hypothetical protein
NHIKOAIL_00274	CDS	579				hypothetical protein
NHIKOAIL_00275	CDS	1998				hypothetical protein
NHIKOAIL_00276	CDS	168				hypothetical protein
NHIKOAIL_00277	CDS	2769				hypothetical protein
NHIKOAIL_00278	CDS	1629	pal_1			Peptidoglycan-associated lipoprotein
NHIKOAIL_00279	CDS	489				hypothetical protein
NHIKOAIL_00280	CDS	153				hypothetical protein
NHIKOAIL_00281	CDS	1839				hypothetical protein
NHIKOAIL_00282	CDS	390				hypothetical protein
NHIKOAIL_00283	CDS	396				hypothetical protein
NHIKOAIL_00284	CDS	321				hypothetical protein
NHIKOAIL_00285	CDS	183				hypothetical protein
NHIKOAIL_00286	CDS	297				hypothetical protein
NHIKOAIL_00287	CDS	402				hypothetical protein
NHIKOAIL_00288	CDS	222				hypothetical protein
NHIKOAIL_00289	CDS	1218				IS200/IS605 family transposase ISEc42
NHIKOAIL_00290	CDS	1614	groL_1		COG0459	60 kDa chaperonin
NHIKOAIL_00291	CDS	1485	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
NHIKOAIL_00292	CDS	1083	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
NHIKOAIL_00293	CDS	456				hypothetical protein
NHIKOAIL_00294	CDS	231				hypothetical protein
NHIKOAIL_00295	CDS	519				hypothetical protein
NHIKOAIL_00296	CDS	345	fdxA_1		COG1146	Ferredoxin-1
NHIKOAIL_00297	CDS	240				hypothetical protein
NHIKOAIL_00298	CDS	651				hypothetical protein
NHIKOAIL_00299	CDS	1539		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
NHIKOAIL_00300	CDS	1029				hypothetical protein
NHIKOAIL_00301	CDS	330				hypothetical protein
NHIKOAIL_00302	CDS	3036				TonB-dependent receptor P3
NHIKOAIL_00303	CDS	1380				hypothetical protein
NHIKOAIL_00304	CDS	3912				hypothetical protein
NHIKOAIL_00305	CDS	1026				hypothetical protein
NHIKOAIL_00306	CDS	1032				hypothetical protein
NHIKOAIL_00307	CDS	408				hypothetical protein
NHIKOAIL_00308	CDS	1410				hypothetical protein
NHIKOAIL_00309	CDS	426				hypothetical protein
NHIKOAIL_00310	CDS	414				hypothetical protein
NHIKOAIL_00311	CDS	393				hypothetical protein
NHIKOAIL_00312	CDS	1083				hypothetical protein
NHIKOAIL_00313	CDS	1389				hypothetical protein
NHIKOAIL_00314	CDS	1713				hypothetical protein
NHIKOAIL_00315	CDS	1542				hypothetical protein
NHIKOAIL_00316	CDS	453				hypothetical protein
NHIKOAIL_00317	CDS	390			COG3039	IS5 family transposase IS1648
NHIKOAIL_00318	CDS	333				hypothetical protein
NHIKOAIL_00319	CDS	291				hypothetical protein
NHIKOAIL_00320	CDS	243				hypothetical protein
NHIKOAIL_00321	CDS	333				hypothetical protein
NHIKOAIL_00322	CDS	393				hypothetical protein
NHIKOAIL_00323	CDS	624				hypothetical protein
NHIKOAIL_00324	CDS	561				hypothetical protein
NHIKOAIL_00325	CDS	942				hypothetical protein
NHIKOAIL_00326	CDS	1263	wecA_1	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
NHIKOAIL_00327	CDS	1620				hypothetical protein
NHIKOAIL_00328	CDS	1077				hypothetical protein
NHIKOAIL_00329	CDS	2103	recG	3.6.4.12		ATP-dependent DNA helicase RecG
NHIKOAIL_00330	CDS	726				hypothetical protein
NHIKOAIL_00331	CDS	1515	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NHIKOAIL_00332	CDS	525				hypothetical protein
NHIKOAIL_00333	CDS	294				hypothetical protein
NHIKOAIL_00334	CDS	453				hypothetical protein
NHIKOAIL_00335	CDS	684				hypothetical protein
NHIKOAIL_00336	CDS	2031	tkt	2.2.1.1		Transketolase
NHIKOAIL_00337	CDS	681	tal_2	2.2.1.2	COG0176	Transaldolase
NHIKOAIL_00338	CDS	1623	sglT_1			Sodium/glucose cotransporter
NHIKOAIL_00339	CDS	990				hypothetical protein
NHIKOAIL_00340	CDS	1074				hypothetical protein
NHIKOAIL_00341	CDS	384				hypothetical protein
NHIKOAIL_00342	CDS	276				hypothetical protein
NHIKOAIL_00343	CDS	1341				hypothetical protein
NHIKOAIL_00344	CDS	1164	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
NHIKOAIL_00345	CDS	897				hypothetical protein
NHIKOAIL_00346	CDS	510				hypothetical protein
NHIKOAIL_00347	CDS	777				hypothetical protein
NHIKOAIL_00348	CDS	1005				hypothetical protein
NHIKOAIL_00349	CDS	465				hypothetical protein
NHIKOAIL_00350	CDS	891	ephA	3.3.2.10		Epoxide hydrolase A
NHIKOAIL_00351	CDS	318				hypothetical protein
NHIKOAIL_00352	CDS	375				hypothetical protein
NHIKOAIL_00353	CDS	1767				hypothetical protein
NHIKOAIL_00354	CDS	990				hypothetical protein
NHIKOAIL_00355	CDS	144				hypothetical protein
NHIKOAIL_00356	CDS	693	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NHIKOAIL_00357	CDS	279				hypothetical protein
NHIKOAIL_00358	CDS	2409				hypothetical protein
NHIKOAIL_00359	CDS	3492				hypothetical protein
NHIKOAIL_00360	CDS	435				hypothetical protein
NHIKOAIL_00361	CDS	1824	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
NHIKOAIL_00362	CDS	1386				hypothetical protein
NHIKOAIL_00363	CDS	2727				hypothetical protein
NHIKOAIL_00364	CDS	2610	lysA	4.1.1.20		Diaminopimelate decarboxylase
NHIKOAIL_00365	CDS	507				hypothetical protein
NHIKOAIL_00366	CDS	768				putative protein
NHIKOAIL_00367	CDS	483	umuD	3.4.21.-	COG1974	Protein UmuD
NHIKOAIL_00368	CDS	1281	umuC		COG0389	Protein UmuC
NHIKOAIL_00369	CDS	1647				hypothetical protein
NHIKOAIL_00370	CDS	3192	tolB_1			Tol-Pal system protein TolB
NHIKOAIL_00371	CDS	1860	nosZ	1.7.2.4		Nitrous-oxide reductase
NHIKOAIL_00372	CDS	660				hypothetical protein
NHIKOAIL_00373	CDS	1392	nosD			putative ABC transporter binding protein NosD
NHIKOAIL_00374	CDS	681	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
NHIKOAIL_00375	CDS	795				hypothetical protein
NHIKOAIL_00376	CDS	711				hypothetical protein
NHIKOAIL_00377	CDS	309				hypothetical protein
NHIKOAIL_00378	CDS	204				hypothetical protein
NHIKOAIL_00379	CDS	522	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
NHIKOAIL_00380	CDS	1674	cbaA	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
NHIKOAIL_00381	CDS	618				hypothetical protein
NHIKOAIL_00382	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
NHIKOAIL_00383	CDS	1200				hypothetical protein
NHIKOAIL_00384	CDS	921				hypothetical protein
NHIKOAIL_00385	CDS	597				hypothetical protein
NHIKOAIL_00386	CDS	222				hypothetical protein
NHIKOAIL_00387	CDS	219				hypothetical protein
NHIKOAIL_00388	CDS	1515	fixN	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
NHIKOAIL_00389	CDS	597				hypothetical protein
NHIKOAIL_00390	CDS	780				hypothetical protein
NHIKOAIL_00391	CDS	2136	copA_1	7.2.2.8		Copper-exporting P-type ATPase
NHIKOAIL_00392	CDS	1455	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
NHIKOAIL_00393	CDS	765				hypothetical protein
NHIKOAIL_00394	CDS	750	zupT_1			Zinc transporter ZupT
NHIKOAIL_00395	CDS	513	dps1	1.16.-.-	COG0783	DNA protection during starvation protein 1
NHIKOAIL_00396	CDS	3144	mdtB_1			Multidrug resistance protein MdtB
NHIKOAIL_00397	CDS	501				hypothetical protein
NHIKOAIL_00398	CDS	714	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
NHIKOAIL_00399	CDS	3336	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
NHIKOAIL_00400	CDS	624				hypothetical protein
NHIKOAIL_00401	CDS	210				hypothetical protein
NHIKOAIL_00402	CDS	2355	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
NHIKOAIL_00403	CDS	3579	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
NHIKOAIL_00404	CDS	813	uppP	3.6.1.27		Undecaprenyl-diphosphatase
NHIKOAIL_00405	CDS	216				hypothetical protein
NHIKOAIL_00406	CDS	816				hypothetical protein
NHIKOAIL_00407	CDS	1299	der		COG1160	GTPase Der
NHIKOAIL_00408	CDS	780				hypothetical protein
NHIKOAIL_00409	CDS	705				hypothetical protein
NHIKOAIL_00410	CDS	1035	pqiB		COG3008	Intermembrane transport protein PqiB
NHIKOAIL_00411	CDS	768	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl
NHIKOAIL_00412	CDS	1116				hypothetical protein
NHIKOAIL_00413	CDS	414				hypothetical protein
NHIKOAIL_00414	CDS	687	pal_2			Peptidoglycan-associated lipoprotein
NHIKOAIL_00415	CDS	984	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
NHIKOAIL_00416	CDS	1389	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
