locus_tag	ftype	length_bp	gene	EC_number	COG	product
BJLFMBCO_00075	CDS	1536	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
BJLFMBCO_00076	CDS	447	phaJ	4.2.1.119		(R)-specific enoyl-CoA hydratase
BJLFMBCO_00077	CDS	2550				hypothetical protein
BJLFMBCO_00078	CDS	474	xerC_1			Tyrosine recombinase XerC
BJLFMBCO_00079	CDS	297				hypothetical protein
BJLFMBCO_00080	CDS	234				hypothetical protein
BJLFMBCO_00081	CDS	396				hypothetical protein
BJLFMBCO_00082	CDS	1425				hypothetical protein
BJLFMBCO_00083	CDS	270				hypothetical protein
BJLFMBCO_00084	CDS	105				hypothetical protein
BJLFMBCO_00085	CDS	1020				hypothetical protein
BJLFMBCO_00086	CDS	1017				hypothetical protein
BJLFMBCO_00087	CDS	246				hypothetical protein
BJLFMBCO_00088	CDS	2046	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
BJLFMBCO_00089	CDS	1965	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
BJLFMBCO_00090	CDS	945				hypothetical protein
BJLFMBCO_00091	CDS	1434	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
BJLFMBCO_00092	CDS	1515	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
BJLFMBCO_00093	CDS	912		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
BJLFMBCO_00094	CDS	2763	tal_1	2.2.1.2		Transaldolase
BJLFMBCO_00095	CDS	345				hypothetical protein
BJLFMBCO_00096	CDS	639				hypothetical protein
BJLFMBCO_00097	CDS	651	bm3R1			HTH-type transcriptional repressor Bm3R1
BJLFMBCO_00098	CDS	2478				hypothetical protein
BJLFMBCO_00099	CDS	1101	srpA			Solvent efflux pump periplasmic linker SrpA
BJLFMBCO_00100	CDS	3051	swrC_1		COG0841	Swarming motility protein SwrC
BJLFMBCO_00101	CDS	2139	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
BJLFMBCO_00102	CDS	1956	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
BJLFMBCO_00103	CDS	2304		1.18.1.2		Ferredoxin--NADP reductase
BJLFMBCO_00104	CDS	1533				hypothetical protein
BJLFMBCO_00105	CDS	1170				hypothetical protein
BJLFMBCO_00106	CDS	2334	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
BJLFMBCO_00107	CDS	507				hypothetical protein
BJLFMBCO_00108	CDS	3321	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
BJLFMBCO_00109	CDS	918				hypothetical protein
BJLFMBCO_00110	CDS	609	lemA		COG1704	Protein LemA
BJLFMBCO_00111	CDS	831				hypothetical protein
BJLFMBCO_00112	CDS	330				hypothetical protein
BJLFMBCO_00113	CDS	1074	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
BJLFMBCO_00114	CDS	717				hypothetical protein
BJLFMBCO_00115	CDS	831	htpX_1	3.4.24.-	COG0501	Protease HtpX 
BJLFMBCO_00116	CDS	891				hypothetical protein
BJLFMBCO_00117	CDS	450				hypothetical protein
BJLFMBCO_00118	CDS	2451	cadA	3.6.3.3		Cadmium-transporting ATPase
BJLFMBCO_00119	CDS	378	smtB		COG0640	Transcriptional repressor SmtB
BJLFMBCO_00120	CDS	1620				hypothetical protein
BJLFMBCO_00121	CDS	186				hypothetical protein
BJLFMBCO_00122	CDS	2658				hypothetical protein
BJLFMBCO_00123	CDS	264				hypothetical protein
BJLFMBCO_00124	CDS	1344	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BJLFMBCO_00125	CDS	2595				hypothetical protein
BJLFMBCO_00126	CDS	612				hypothetical protein
BJLFMBCO_00127	CDS	651				hypothetical protein
BJLFMBCO_00128	CDS	873				hypothetical protein
BJLFMBCO_00129	CDS	570				hypothetical protein
BJLFMBCO_00130	CDS	474				hypothetical protein
BJLFMBCO_00131	CDS	216				hypothetical protein
BJLFMBCO_00132	CDS	726				hypothetical protein
BJLFMBCO_00133	CDS	507				hypothetical protein
BJLFMBCO_00134	CDS	252				hypothetical protein
BJLFMBCO_00135	CDS	1176				hypothetical protein
BJLFMBCO_00136	CDS	750				hypothetical protein
BJLFMBCO_00137	CDS	1401		1.13.11.75		Apocarotenoid-15,15'-oxygenase
BJLFMBCO_00138	CDS	717				hypothetical protein
BJLFMBCO_00139	CDS	219				hypothetical protein
BJLFMBCO_00140	CDS	1356	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
BJLFMBCO_00141	CDS	927				hypothetical protein
BJLFMBCO_00142	CDS	975	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
BJLFMBCO_00143	CDS	1683	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
BJLFMBCO_00144	CDS	447				hypothetical protein
BJLFMBCO_00145	CDS	1164	yycB		COG2807	putative transporter YycB
BJLFMBCO_00146	CDS	1704				hypothetical protein
BJLFMBCO_00147	CDS	522				hypothetical protein
BJLFMBCO_00148	CDS	711	hmp_1	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
BJLFMBCO_00149	CDS	639				hypothetical protein
BJLFMBCO_00150	CDS	471				hypothetical protein
BJLFMBCO_00151	CDS	243				hypothetical protein
BJLFMBCO_00152	CDS	816				hypothetical protein
BJLFMBCO_00153	CDS	1044				hypothetical protein
BJLFMBCO_00154	CDS	1593				hypothetical protein
BJLFMBCO_00155	CDS	465				hypothetical protein
BJLFMBCO_00156	CDS	963				hypothetical protein
BJLFMBCO_00157	CDS	2190	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
BJLFMBCO_00158	CDS	5007	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
BJLFMBCO_00159	CDS	210				hypothetical protein
BJLFMBCO_00160	CDS	1620				hypothetical protein
BJLFMBCO_00161	CDS	879	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BJLFMBCO_00162	CDS	855				hypothetical protein
BJLFMBCO_00163	CDS	474				hypothetical protein
BJLFMBCO_00164	CDS	963	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
BJLFMBCO_00165	CDS	456				hypothetical protein
BJLFMBCO_00166	CDS	1284				hypothetical protein
BJLFMBCO_00167	CDS	684				hypothetical protein
BJLFMBCO_00168	CDS	639				hypothetical protein
BJLFMBCO_00169	CDS	699				hypothetical protein
BJLFMBCO_00170	CDS	1098				hypothetical protein
BJLFMBCO_00171	CDS	579	resA_1			Thiol-disulfide oxidoreductase ResA
BJLFMBCO_00172	CDS	633				hypothetical protein
BJLFMBCO_00173	CDS	1596				hypothetical protein
BJLFMBCO_00174	CDS	1836				hypothetical protein
BJLFMBCO_00175	CDS	318				hypothetical protein
BJLFMBCO_00176	CDS	615				hypothetical protein
BJLFMBCO_00177	CDS	210				hypothetical protein
BJLFMBCO_00178	CDS	375				hypothetical protein
BJLFMBCO_00179	CDS	582				hypothetical protein
BJLFMBCO_00180	CDS	564				hypothetical protein
BJLFMBCO_00181	CDS	927				hypothetical protein
BJLFMBCO_00182	CDS	936	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
BJLFMBCO_00183	CDS	945				hypothetical protein
BJLFMBCO_00184	CDS	1230	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BJLFMBCO_00185	CDS	843				hypothetical protein
BJLFMBCO_00186	CDS	2343				hypothetical protein
BJLFMBCO_00187	CDS	1062	afr	1.1.1.292		1,5-anhydro-D-fructose reductase
BJLFMBCO_00188	CDS	942				hypothetical protein
BJLFMBCO_00189	CDS	1362				hypothetical protein
BJLFMBCO_00190	CDS	891	cntI			Pseudopaline exporter CntI
BJLFMBCO_00191	CDS	1398				hypothetical protein
BJLFMBCO_00192	CDS	861				hypothetical protein
BJLFMBCO_00193	CDS	972				hypothetical protein
BJLFMBCO_00194	CDS	2310	btuB_1			Vitamin B12 transporter BtuB
BJLFMBCO_00195	CDS	1026				hypothetical protein
BJLFMBCO_00196	CDS	651				hypothetical protein
BJLFMBCO_00197	CDS	138				hypothetical protein
BJLFMBCO_00198	CDS	2850				hypothetical protein
BJLFMBCO_00199	CDS	1122				hypothetical protein
BJLFMBCO_00200	CDS	438	cnrH			RNA polymerase sigma factor CnrH
BJLFMBCO_00201	CDS	2205				hypothetical protein
BJLFMBCO_00202	CDS	1056				hypothetical protein
BJLFMBCO_00203	CDS	414				hypothetical protein
BJLFMBCO_00204	CDS	474				hypothetical protein
BJLFMBCO_00205	CDS	429				hypothetical protein
BJLFMBCO_00206	CDS	276				hypothetical protein
BJLFMBCO_00207	CDS	177				hypothetical protein
BJLFMBCO_00208	CDS	750				hypothetical protein
BJLFMBCO_00209	CDS	90				hypothetical protein
BJLFMBCO_00210	tRNA	73				tRNA-Asn(gtt)
BJLFMBCO_00211	CDS	1071				hypothetical protein
BJLFMBCO_00212	CDS	678				hypothetical protein
BJLFMBCO_00213	CDS	417				hypothetical protein
BJLFMBCO_00214	CDS	726				hypothetical protein
BJLFMBCO_00215	CDS	1077				hypothetical protein
BJLFMBCO_00216	CDS	1290				hypothetical protein
BJLFMBCO_00217	CDS	441				hypothetical protein
BJLFMBCO_00218	CDS	909				hypothetical protein
BJLFMBCO_00219	CDS	414				hypothetical protein
BJLFMBCO_00220	CDS	1200				hypothetical protein
BJLFMBCO_00221	CDS	132				hypothetical protein
BJLFMBCO_00222	CDS	279				hypothetical protein
BJLFMBCO_00223	CDS	477				hypothetical protein
BJLFMBCO_00224	CDS	1188				IS200/IS605 family transposase ISTel3
BJLFMBCO_00225	CDS	366				hypothetical protein
BJLFMBCO_00226	CDS	2484				hypothetical protein
BJLFMBCO_00227	CDS	501				hypothetical protein
BJLFMBCO_00228	CDS	357				hypothetical protein
BJLFMBCO_00229	CDS	1116	chmD_1	1.1.1.364		dTDP-4-oxo-6-deoxy-D-allose reductase
BJLFMBCO_00230	CDS	1287	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
BJLFMBCO_00231	CDS	1779	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
BJLFMBCO_00232	CDS	405				hypothetical protein
BJLFMBCO_00233	CDS	1167	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BJLFMBCO_00234	CDS	753				hypothetical protein
BJLFMBCO_00235	CDS	1797		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BJLFMBCO_00236	CDS	897				hypothetical protein
BJLFMBCO_00237	CDS	1170	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BJLFMBCO_00238	CDS	954	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BJLFMBCO_00239	CDS	171				hypothetical protein
BJLFMBCO_00240	CDS	1293				hypothetical protein
BJLFMBCO_00241	CDS	1014	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BJLFMBCO_00242	CDS	939				hypothetical protein
BJLFMBCO_00243	CDS	1326	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BJLFMBCO_00244	CDS	1296				hypothetical protein
BJLFMBCO_00245	CDS	822				hypothetical protein
BJLFMBCO_00246	CDS	846				hypothetical protein
BJLFMBCO_00247	CDS	1317				hypothetical protein
BJLFMBCO_00248	CDS	273				hypothetical protein
BJLFMBCO_00249	CDS	246				hypothetical protein
BJLFMBCO_00250	CDS	948				hypothetical protein
BJLFMBCO_00251	CDS	882				hypothetical protein
BJLFMBCO_00252	CDS	1167	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BJLFMBCO_00253	CDS	3261				hypothetical protein
BJLFMBCO_00254	CDS	1416				hypothetical protein
BJLFMBCO_00255	CDS	1200	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BJLFMBCO_00256	CDS	477	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
BJLFMBCO_00257	CDS	375				hypothetical protein
BJLFMBCO_00258	CDS	1683	betA	1.2.1.8		Oxygen-dependent choline dehydrogenase
BJLFMBCO_00259	CDS	201				hypothetical protein
BJLFMBCO_00260	CDS	996				hypothetical protein
BJLFMBCO_00261	CDS	966				hypothetical protein
BJLFMBCO_00262	CDS	2328				hypothetical protein
BJLFMBCO_00263	CDS	1206		3.2.1.18		Sialidase
BJLFMBCO_00264	CDS	1272			COG4310	Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein
BJLFMBCO_00265	CDS	1002	rmd	1.1.1.281	COG1089	GDP-6-deoxy-D-mannose reductase
BJLFMBCO_00266	CDS	1203	per_1	2.6.1.102	COG0399	GDP-perosamine synthase
BJLFMBCO_00267	CDS	1227	legG	3.2.1.184	COG0381	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)
BJLFMBCO_00268	CDS	1074	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
BJLFMBCO_00269	CDS	993	arnA_1		COG0223	Bifunctional polymyxin resistance protein ArnA
BJLFMBCO_00270	CDS	747	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
BJLFMBCO_00271	CDS	195				hypothetical protein
BJLFMBCO_00272	CDS	999	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
BJLFMBCO_00273	CDS	714	neuA	2.7.7.43	COG1083	N-acylneuraminate cytidylyltransferase
BJLFMBCO_00274	CDS	741				hypothetical protein
BJLFMBCO_00275	CDS	924				hypothetical protein
BJLFMBCO_00276	CDS	792				hypothetical protein
BJLFMBCO_00277	CDS	1179				hypothetical protein
BJLFMBCO_00278	CDS	786				hypothetical protein
BJLFMBCO_00279	CDS	195				hypothetical protein
BJLFMBCO_00280	CDS	306				hypothetical protein
BJLFMBCO_00281	CDS	1914	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
BJLFMBCO_00282	CDS	261				hypothetical protein
BJLFMBCO_00283	CDS	480				hypothetical protein
BJLFMBCO_00284	CDS	186				hypothetical protein
BJLFMBCO_00285	CDS	1629	pal_1			Peptidoglycan-associated lipoprotein
BJLFMBCO_00286	CDS	489				hypothetical protein
BJLFMBCO_00287	CDS	153				hypothetical protein
BJLFMBCO_00288	CDS	1875				hypothetical protein
BJLFMBCO_00289	CDS	693				hypothetical protein
BJLFMBCO_00290	CDS	789				hypothetical protein
BJLFMBCO_00291	CDS	255				hypothetical protein
BJLFMBCO_00292	CDS	141				hypothetical protein
BJLFMBCO_00293	CDS	297				hypothetical protein
BJLFMBCO_00294	CDS	402				hypothetical protein
BJLFMBCO_00295	CDS	222				hypothetical protein
BJLFMBCO_00296	CDS	1227				IS200/IS605 family transposase ISEc42
BJLFMBCO_00297	CDS	1641	groL		COG0459	60 kDa chaperonin
BJLFMBCO_00298	CDS	1485	phoA_1	3.1.3.1	COG1785	Alkaline phosphatase 4
BJLFMBCO_00299	CDS	1083	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
BJLFMBCO_00300	CDS	456				hypothetical protein
BJLFMBCO_00301	CDS	231				hypothetical protein
BJLFMBCO_00302	CDS	519				hypothetical protein
BJLFMBCO_00303	CDS	426	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
BJLFMBCO_00304	CDS	312				hypothetical protein
BJLFMBCO_00305	CDS	651				hypothetical protein
BJLFMBCO_00306	CDS	663				hypothetical protein
BJLFMBCO_00307	CDS	1539		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
BJLFMBCO_00308	CDS	1029				hypothetical protein
BJLFMBCO_00309	CDS	345				hypothetical protein
BJLFMBCO_00310	CDS	279			COG1662	IS1 family transposase ISSru2
BJLFMBCO_00311	CDS	1041				IS110 family transposase ISOt5
BJLFMBCO_00312	CDS	630				hypothetical protein
BJLFMBCO_00313	CDS	879				hypothetical protein
BJLFMBCO_00314	CDS	204				hypothetical protein
BJLFMBCO_00315	CDS	537				hypothetical protein
BJLFMBCO_00316	CDS	486				hypothetical protein
BJLFMBCO_00317	CDS	234				hypothetical protein
BJLFMBCO_00318	CDS	2394				hypothetical protein
BJLFMBCO_00319	CDS	831	cph2			Phytochrome-like protein cph2
BJLFMBCO_00320	CDS	417	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BJLFMBCO_00321	CDS	1125				hypothetical protein
BJLFMBCO_00322	CDS	1404				hypothetical protein
BJLFMBCO_00323	CDS	795				hypothetical protein
BJLFMBCO_00324	CDS	366				hypothetical protein
BJLFMBCO_00325	CDS	444				hypothetical protein
BJLFMBCO_00326	CDS	372				hypothetical protein
BJLFMBCO_00327	CDS	774	btsR_1		COG3279	Transcriptional regulatory protein BtsR
BJLFMBCO_00328	CDS	1116				hypothetical protein
BJLFMBCO_00329	CDS	1554	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
BJLFMBCO_00330	CDS	549			COG2335	Immunogenic protein MPT70
BJLFMBCO_00331	CDS	576	xerD_1		COG4974	Tyrosine recombinase XerD
BJLFMBCO_00332	CDS	303				hypothetical protein
BJLFMBCO_00333	CDS	4317				hypothetical protein
BJLFMBCO_00334	CDS	645				hypothetical protein
BJLFMBCO_00335	CDS	1353				hypothetical protein
BJLFMBCO_00336	CDS	4035				hypothetical protein
BJLFMBCO_00337	CDS	99				hypothetical protein
BJLFMBCO_00338	CDS	1650				hypothetical protein
BJLFMBCO_00339	CDS	633				hypothetical protein
BJLFMBCO_00340	CDS	660				hypothetical protein
BJLFMBCO_00341	CDS	291				hypothetical protein
BJLFMBCO_00342	CDS	153				hypothetical protein
BJLFMBCO_00343	CDS	333				hypothetical protein
BJLFMBCO_00344	CDS	273				hypothetical protein
BJLFMBCO_00345	CDS	288				hypothetical protein
BJLFMBCO_00346	CDS	1263	wecA_1	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
BJLFMBCO_00347	CDS	1620				hypothetical protein
BJLFMBCO_00348	CDS	1077				hypothetical protein
BJLFMBCO_00349	CDS	2103	recG	3.6.4.12		ATP-dependent DNA helicase RecG
BJLFMBCO_00350	CDS	726				hypothetical protein
BJLFMBCO_00351	CDS	1515	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BJLFMBCO_00352	CDS	411				hypothetical protein
BJLFMBCO_00353	CDS	294				hypothetical protein
BJLFMBCO_00354	CDS	453				hypothetical protein
BJLFMBCO_00355	CDS	684				hypothetical protein
BJLFMBCO_00356	CDS	2031	tkt	2.2.1.1		Transketolase
BJLFMBCO_00357	CDS	681	tal_2	2.2.1.2	COG0176	Transaldolase
BJLFMBCO_00358	CDS	687	sglT_1			Sodium/glucose cotransporter
BJLFMBCO_00359	CDS	828	sglT_2			Sodium/glucose cotransporter
BJLFMBCO_00360	CDS	990				hypothetical protein
BJLFMBCO_00361	CDS	1074				hypothetical protein
BJLFMBCO_00362	CDS	384				hypothetical protein
BJLFMBCO_00363	CDS	276				hypothetical protein
BJLFMBCO_00364	CDS	1341				hypothetical protein
BJLFMBCO_00365	CDS	1164	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
BJLFMBCO_00366	CDS	897				hypothetical protein
BJLFMBCO_00367	CDS	510				hypothetical protein
BJLFMBCO_00368	CDS	777				hypothetical protein
BJLFMBCO_00369	CDS	1005				hypothetical protein
BJLFMBCO_00370	CDS	465				hypothetical protein
BJLFMBCO_00371	CDS	891	ephA	3.3.2.10		Epoxide hydrolase A
BJLFMBCO_00372	CDS	318				hypothetical protein
BJLFMBCO_00373	CDS	375				hypothetical protein
BJLFMBCO_00374	CDS	1767				hypothetical protein
BJLFMBCO_00375	CDS	990	mamB			Magnetosome protein MamB
BJLFMBCO_00376	CDS	144				hypothetical protein
BJLFMBCO_00377	CDS	693	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BJLFMBCO_00378	CDS	279				hypothetical protein
BJLFMBCO_00379	CDS	1920				hypothetical protein
BJLFMBCO_00380	CDS	3471				hypothetical protein
BJLFMBCO_00381	CDS	435				hypothetical protein
BJLFMBCO_00382	CDS	1824	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
BJLFMBCO_00383	CDS	1374				hypothetical protein
BJLFMBCO_00384	CDS	2727				hypothetical protein
BJLFMBCO_00385	CDS	2610	lysA	4.1.1.20		Diaminopimelate decarboxylase
BJLFMBCO_00386	CDS	507				hypothetical protein
BJLFMBCO_00387	CDS	768				putative protein
BJLFMBCO_00388	CDS	477	umuD	3.4.21.-	COG1974	Protein UmuD
BJLFMBCO_00389	CDS	1281	umuC		COG0389	Protein UmuC
BJLFMBCO_00390	CDS	1647				hypothetical protein
BJLFMBCO_00391	CDS	3192	tolB_1			Tol-Pal system protein TolB
BJLFMBCO_00392	CDS	1848	nosZ	1.7.2.4		Nitrous-oxide reductase
BJLFMBCO_00393	CDS	660				hypothetical protein
BJLFMBCO_00394	CDS	1392	nosD			putative ABC transporter binding protein NosD
BJLFMBCO_00395	CDS	681	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
BJLFMBCO_00396	CDS	795				hypothetical protein
BJLFMBCO_00397	CDS	711				hypothetical protein
BJLFMBCO_00398	CDS	309				hypothetical protein
BJLFMBCO_00399	CDS	204				hypothetical protein
BJLFMBCO_00400	CDS	522	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
BJLFMBCO_00401	CDS	1674	cbaA	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
BJLFMBCO_00402	CDS	618				hypothetical protein
BJLFMBCO_00403	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
BJLFMBCO_00404	CDS	1200				hypothetical protein
BJLFMBCO_00405	CDS	921				hypothetical protein
BJLFMBCO_00406	CDS	597				hypothetical protein
BJLFMBCO_00407	CDS	222				hypothetical protein
BJLFMBCO_00408	CDS	219				hypothetical protein
BJLFMBCO_00409	CDS	1515	fixN	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
BJLFMBCO_00410	CDS	597				hypothetical protein
