locus_tag	ftype	length_bp	gene	EC_number	COG	product
DFALBHKG_00039	CDS	447	rplM		COG0102	50S ribosomal protein L13
DFALBHKG_00040	CDS	504				hypothetical protein
DFALBHKG_00041	CDS	198	rpmF			50S ribosomal protein L32
DFALBHKG_00042	CDS	1017	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
DFALBHKG_00043	CDS	1005	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
DFALBHKG_00044	CDS	939	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
DFALBHKG_00045	CDS	807				hypothetical protein
DFALBHKG_00046	CDS	750	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DFALBHKG_00047	CDS	1437	crhR	3.6.4.13		RNA helicase CrhR
DFALBHKG_00048	CDS	222				hypothetical protein
DFALBHKG_00049	CDS	459				hypothetical protein
DFALBHKG_00050	CDS	570				hypothetical protein
DFALBHKG_00051	CDS	207				hypothetical protein
DFALBHKG_00052	CDS	1068		3.4.11.-		Aminopeptidase 2
DFALBHKG_00053	CDS	1011				IS110 family transposase ISOt5
DFALBHKG_00054	CDS	1461				hypothetical protein
DFALBHKG_00055	tRNA	75				tRNA-Val(tac)
DFALBHKG_00056	tRNA	74				tRNA-Gly(ccc)
DFALBHKG_00057	CDS	165	rpmH		COG0230	50S ribosomal protein L34
DFALBHKG_00058	CDS	447				hypothetical protein
DFALBHKG_00059	CDS	1965	yidC			Membrane protein insertase YidC
DFALBHKG_00060	CDS	1386	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
DFALBHKG_00061	CDS	747				hypothetical protein
DFALBHKG_00062	CDS	633				hypothetical protein
DFALBHKG_00063	CDS	492				hypothetical protein
DFALBHKG_00064	CDS	480				hypothetical protein
DFALBHKG_00065	CDS	1995	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
DFALBHKG_00066	CDS	648	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
DFALBHKG_00067	CDS	861			COG1073	putative protein
DFALBHKG_00068	CDS	3429	mfd	3.6.4.-		Transcription-repair-coupling factor
DFALBHKG_00069	CDS	384				hypothetical protein
DFALBHKG_00070	CDS	336				hypothetical protein
DFALBHKG_00071	CDS	288				hypothetical protein
DFALBHKG_00072	CDS	927	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
DFALBHKG_00073	CDS	2817				hypothetical protein
DFALBHKG_00074	CDS	579				hypothetical protein
DFALBHKG_00075	CDS	1239	recF		COG1195	DNA replication and repair protein RecF
DFALBHKG_00076	CDS	1536	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
DFALBHKG_00077	CDS	447	phaJ	4.2.1.119		(R)-specific enoyl-CoA hydratase
DFALBHKG_00078	CDS	2550				hypothetical protein
DFALBHKG_00079	CDS	474	xerC_1			Tyrosine recombinase XerC
DFALBHKG_00080	CDS	174				hypothetical protein
DFALBHKG_00081	CDS	258				hypothetical protein
DFALBHKG_00082	CDS	756				hypothetical protein
DFALBHKG_00083	CDS	396				hypothetical protein
DFALBHKG_00084	CDS	1425	estD	3.1.1.1	COG1073	Esterase EstD
DFALBHKG_00085	CDS	396				hypothetical protein
DFALBHKG_00086	CDS	393				hypothetical protein
DFALBHKG_00087	CDS	339				hypothetical protein
DFALBHKG_00088	CDS	1017				hypothetical protein
DFALBHKG_00089	CDS	246				hypothetical protein
DFALBHKG_00090	CDS	2046	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
DFALBHKG_00091	CDS	2031	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
DFALBHKG_00092	CDS	942				hypothetical protein
DFALBHKG_00093	CDS	1434	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
DFALBHKG_00094	CDS	1515	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
DFALBHKG_00095	CDS	912		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
DFALBHKG_00096	CDS	2763	tal_1	2.2.1.2		Transaldolase
DFALBHKG_00097	CDS	345				hypothetical protein
DFALBHKG_00098	CDS	108				hypothetical protein
DFALBHKG_00099	CDS	633				hypothetical protein
DFALBHKG_00100	CDS	648	bm3R1			HTH-type transcriptional repressor Bm3R1
DFALBHKG_00101	CDS	2478				hypothetical protein
DFALBHKG_00102	CDS	1101	ttgG			Toluene efflux pump periplasmic linker protein TtgG
DFALBHKG_00103	CDS	3051	swrC_1		COG0841	Swarming motility protein SwrC
DFALBHKG_00104	CDS	2139	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
DFALBHKG_00105	CDS	1956	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DFALBHKG_00106	CDS	2304		1.18.1.2		Ferredoxin--NADP reductase
DFALBHKG_00107	CDS	1533				hypothetical protein
DFALBHKG_00108	CDS	1170				hypothetical protein
DFALBHKG_00109	CDS	162				hypothetical protein
DFALBHKG_00110	CDS	2874	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
DFALBHKG_00111	CDS	507				hypothetical protein
DFALBHKG_00112	CDS	3321	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
DFALBHKG_00113	CDS	918				hypothetical protein
DFALBHKG_00114	CDS	609	lemA		COG1704	Protein LemA
DFALBHKG_00115	CDS	831				hypothetical protein
DFALBHKG_00116	CDS	330				hypothetical protein
DFALBHKG_00117	CDS	1074	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
DFALBHKG_00118	CDS	717				hypothetical protein
DFALBHKG_00119	CDS	831	htpX_1	3.4.24.-	COG0501	Protease HtpX 
DFALBHKG_00120	CDS	996				hypothetical protein
DFALBHKG_00121	CDS	609				hypothetical protein
DFALBHKG_00122	CDS	2445	cadA	3.6.3.3		Cadmium-transporting ATPase
DFALBHKG_00123	CDS	378	smtB		COG0640	Transcriptional repressor SmtB
DFALBHKG_00124	CDS	1620	apc4	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
DFALBHKG_00125	CDS	231				hypothetical protein
DFALBHKG_00126	CDS	2658				hypothetical protein
DFALBHKG_00127	CDS	264				hypothetical protein
DFALBHKG_00128	CDS	1344	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
DFALBHKG_00129	CDS	2595				hypothetical protein
DFALBHKG_00130	CDS	897				hypothetical protein
DFALBHKG_00131	CDS	651				hypothetical protein
DFALBHKG_00132	CDS	873				hypothetical protein
DFALBHKG_00133	CDS	570				hypothetical protein
DFALBHKG_00134	CDS	474				hypothetical protein
DFALBHKG_00135	CDS	216				hypothetical protein
DFALBHKG_00136	CDS	834				hypothetical protein
DFALBHKG_00137	CDS	507				hypothetical protein
DFALBHKG_00138	CDS	552				hypothetical protein
DFALBHKG_00139	CDS	258				hypothetical protein
DFALBHKG_00140	CDS	1176				hypothetical protein
DFALBHKG_00141	CDS	165				hypothetical protein
DFALBHKG_00142	CDS	1401		1.13.11.75		Apocarotenoid-15,15'-oxygenase
DFALBHKG_00143	CDS	717				hypothetical protein
DFALBHKG_00144	CDS	219				hypothetical protein
DFALBHKG_00145	CDS	1356	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
DFALBHKG_00146	CDS	927				hypothetical protein
DFALBHKG_00147	CDS	975	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
DFALBHKG_00148	CDS	2799				hypothetical protein
DFALBHKG_00149	CDS	447				hypothetical protein
DFALBHKG_00150	CDS	1164	yycB		COG2807	putative transporter YycB
DFALBHKG_00151	CDS	1704				hypothetical protein
DFALBHKG_00152	CDS	633				hypothetical protein
DFALBHKG_00153	CDS	522				hypothetical protein
DFALBHKG_00154	CDS	531	hmp_1	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
DFALBHKG_00155	CDS	639				hypothetical protein
DFALBHKG_00156	CDS	177				hypothetical protein
DFALBHKG_00157	CDS	279			COG1662	IS1 family transposase ISSru3
DFALBHKG_00158	CDS	279				hypothetical protein
DFALBHKG_00159	CDS	246				hypothetical protein
DFALBHKG_00160	CDS	837				hypothetical protein
DFALBHKG_00161	CDS	1044				hypothetical protein
DFALBHKG_00162	CDS	1593				hypothetical protein
DFALBHKG_00163	CDS	480				hypothetical protein
DFALBHKG_00164	CDS	963				hypothetical protein
DFALBHKG_00165	CDS	2175	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
DFALBHKG_00166	CDS	2973				hypothetical protein
DFALBHKG_00167	CDS	2025	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
DFALBHKG_00168	CDS	210				hypothetical protein
DFALBHKG_00169	CDS	1620				hypothetical protein
DFALBHKG_00170	CDS	879	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DFALBHKG_00171	CDS	855				hypothetical protein
DFALBHKG_00172	CDS	474				hypothetical protein
DFALBHKG_00173	CDS	963	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
DFALBHKG_00174	CDS	1137				hypothetical protein
DFALBHKG_00175	CDS	684				hypothetical protein
DFALBHKG_00176	CDS	639				hypothetical protein
DFALBHKG_00177	CDS	717				hypothetical protein
DFALBHKG_00178	CDS	1098				hypothetical protein
DFALBHKG_00179	CDS	579	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
DFALBHKG_00180	CDS	639				hypothetical protein
DFALBHKG_00181	CDS	1599				hypothetical protein
DFALBHKG_00182	CDS	1836				hypothetical protein
DFALBHKG_00183	CDS	318				hypothetical protein
DFALBHKG_00184	CDS	615				hypothetical protein
DFALBHKG_00185	CDS	210				hypothetical protein
DFALBHKG_00186	CDS	375				hypothetical protein
DFALBHKG_00187	CDS	585				hypothetical protein
DFALBHKG_00188	CDS	564				hypothetical protein
DFALBHKG_00189	CDS	840				hypothetical protein
DFALBHKG_00190	CDS	972				hypothetical protein
DFALBHKG_00191	CDS	2310	btuB_1			Vitamin B12 transporter BtuB
DFALBHKG_00192	CDS	150				hypothetical protein
DFALBHKG_00193	CDS	1032				hypothetical protein
DFALBHKG_00194	CDS	1188				hypothetical protein
DFALBHKG_00195	CDS	684	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
DFALBHKG_00196	CDS	651				hypothetical protein
DFALBHKG_00197	CDS	138				hypothetical protein
DFALBHKG_00198	CDS	588				hypothetical protein
DFALBHKG_00199	CDS	2850				hypothetical protein
DFALBHKG_00200	CDS	1122				hypothetical protein
DFALBHKG_00201	CDS	585	algU_1		COG1595	RNA polymerase sigma-H factor
DFALBHKG_00202	CDS	2040	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
DFALBHKG_00203	CDS	765				hypothetical protein
DFALBHKG_00204	CDS	705				hypothetical protein
DFALBHKG_00205	tRNA	73				tRNA-Asn(gtt)
DFALBHKG_00206	CDS	678				hypothetical protein
DFALBHKG_00207	CDS	603				hypothetical protein
DFALBHKG_00208	CDS	678				hypothetical protein
DFALBHKG_00209	CDS	399				hypothetical protein
DFALBHKG_00210	CDS	819				hypothetical protein
DFALBHKG_00211	tRNA	73				tRNA-Asn(gtt)
DFALBHKG_00212	CDS	1101				hypothetical protein
DFALBHKG_00213	CDS	1368				hypothetical protein
DFALBHKG_00214	CDS	441				hypothetical protein
DFALBHKG_00215	CDS	924				hypothetical protein
DFALBHKG_00216	CDS	414				hypothetical protein
DFALBHKG_00217	CDS	276				hypothetical protein
DFALBHKG_00218	CDS	900	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
DFALBHKG_00219	CDS	300				hypothetical protein
DFALBHKG_00220	CDS	207				hypothetical protein
DFALBHKG_00221	CDS	474				hypothetical protein
DFALBHKG_00222	CDS	429				hypothetical protein
DFALBHKG_00223	CDS	366				hypothetical protein
DFALBHKG_00224	CDS	2469				hypothetical protein
DFALBHKG_00225	CDS	498				hypothetical protein
DFALBHKG_00226	CDS	1116	chmD	1.1.1.364		dTDP-4-oxo-6-deoxy-D-allose reductase
DFALBHKG_00227	CDS	1302				hypothetical protein
DFALBHKG_00228	CDS	411				hypothetical protein
DFALBHKG_00229	CDS	1800	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
DFALBHKG_00230	CDS	987	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
DFALBHKG_00231	CDS	762				hypothetical protein
DFALBHKG_00232	CDS	1059				hypothetical protein
DFALBHKG_00233	CDS	864				hypothetical protein
DFALBHKG_00234	CDS	99				hypothetical protein
DFALBHKG_00235	CDS	210				hypothetical protein
DFALBHKG_00236	CDS	207				hypothetical protein
DFALBHKG_00237	CDS	255				hypothetical protein
DFALBHKG_00238	CDS	711				hypothetical protein
DFALBHKG_00239	CDS	900				hypothetical protein
DFALBHKG_00240	CDS	1032				hypothetical protein
DFALBHKG_00241	CDS	1368				hypothetical protein
DFALBHKG_00242	CDS	1158	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DFALBHKG_00243	CDS	717				hypothetical protein
DFALBHKG_00244	CDS	1119	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DFALBHKG_00245	CDS	246				hypothetical protein
DFALBHKG_00246	CDS	972				hypothetical protein
DFALBHKG_00247	CDS	1269	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DFALBHKG_00248	CDS	813				hypothetical protein
DFALBHKG_00249	CDS	873				hypothetical protein
DFALBHKG_00250	CDS	1140	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DFALBHKG_00251	CDS	1143	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DFALBHKG_00252	CDS	1311				hypothetical protein
DFALBHKG_00253	CDS	1128	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DFALBHKG_00254	CDS	1173	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DFALBHKG_00255	CDS	2358				hypothetical protein
DFALBHKG_00256	CDS	570	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
DFALBHKG_00257	CDS	870				hypothetical protein
DFALBHKG_00258	CDS	1176				hypothetical protein
DFALBHKG_00259	CDS	291				hypothetical protein
DFALBHKG_00260	CDS	2043				hypothetical protein
DFALBHKG_00261	CDS	903				hypothetical protein
DFALBHKG_00262	CDS	1650	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DFALBHKG_00263	CDS	456				hypothetical protein
DFALBHKG_00264	CDS	1899				hypothetical protein
DFALBHKG_00265	CDS	1062				hypothetical protein
DFALBHKG_00266	CDS	963				hypothetical protein
DFALBHKG_00267	CDS	333				hypothetical protein
DFALBHKG_00268	CDS	390			COG3039	IS5 family transposase IS1648
DFALBHKG_00269	CDS	93				hypothetical protein
DFALBHKG_00270	CDS	1023				hypothetical protein
DFALBHKG_00271	CDS	1998				hypothetical protein
DFALBHKG_00272	CDS	168				hypothetical protein
DFALBHKG_00273	CDS	2769				hypothetical protein
DFALBHKG_00274	CDS	1692	pal_1			Peptidoglycan-associated lipoprotein
DFALBHKG_00275	CDS	489				hypothetical protein
DFALBHKG_00276	CDS	1890				hypothetical protein
DFALBHKG_00277	CDS	180				hypothetical protein
DFALBHKG_00278	CDS	774				hypothetical protein
DFALBHKG_00279	CDS	372				hypothetical protein
DFALBHKG_00280	CDS	141				hypothetical protein
DFALBHKG_00281	CDS	297				hypothetical protein
DFALBHKG_00282	CDS	402				hypothetical protein
DFALBHKG_00283	CDS	192				hypothetical protein
DFALBHKG_00284	CDS	222				hypothetical protein
DFALBHKG_00285	CDS	1227				IS200/IS605 family transposase ISEc42
DFALBHKG_00286	CDS	240	groL_1			60 kDa chaperonin
DFALBHKG_00287	CDS	1407	groL_2		COG0459	60 kDa chaperonin
DFALBHKG_00288	CDS	1485	phoA_1	3.1.3.1	COG1785	Alkaline phosphatase 4
DFALBHKG_00289	CDS	228				hypothetical protein
DFALBHKG_00290	CDS	690				hypothetical protein
DFALBHKG_00291	CDS	168				hypothetical protein
DFALBHKG_00292	CDS	753	lytR_1		COG3279	Sensory transduction protein LytR
DFALBHKG_00293	CDS	1221				hypothetical protein
DFALBHKG_00294	CDS	525				hypothetical protein
DFALBHKG_00295	CDS	1161	dap	3.4.11.19		D-aminopeptidase
DFALBHKG_00296	CDS	180				hypothetical protein
DFALBHKG_00297	CDS	1074				hypothetical protein
DFALBHKG_00298	CDS	1377	hutI_1	3.5.2.7		Imidazolonepropionase
DFALBHKG_00299	CDS	435				hypothetical protein
DFALBHKG_00300	CDS	384				hypothetical protein
DFALBHKG_00301	CDS	660				hypothetical protein
DFALBHKG_00302	CDS	306				hypothetical protein
DFALBHKG_00303	CDS	1083	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
DFALBHKG_00304	CDS	456				hypothetical protein
DFALBHKG_00305	CDS	231				hypothetical protein
DFALBHKG_00306	CDS	519				hypothetical protein
DFALBHKG_00307	CDS	426				hypothetical protein
DFALBHKG_00308	CDS	240				hypothetical protein
DFALBHKG_00309	CDS	645				hypothetical protein
DFALBHKG_00310	CDS	1539		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
DFALBHKG_00311	CDS	1029				hypothetical protein
DFALBHKG_00312	CDS	330				hypothetical protein
DFALBHKG_00313	CDS	1122				hypothetical protein
DFALBHKG_00314	CDS	4137	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
DFALBHKG_00315	CDS	399	mprA_1		COG0745	Response regulator MprA
DFALBHKG_00316	CDS	984				hypothetical protein
DFALBHKG_00317	CDS	1515				hypothetical protein
DFALBHKG_00318	CDS	846				hypothetical protein
DFALBHKG_00319	CDS	825				hypothetical protein
DFALBHKG_00320	CDS	2175				hypothetical protein
DFALBHKG_00321	CDS	1236				hypothetical protein
DFALBHKG_00322	CDS	1455				hypothetical protein
DFALBHKG_00323	CDS	1011				hypothetical protein
DFALBHKG_00324	CDS	1263				hypothetical protein
DFALBHKG_00325	CDS	807				hypothetical protein
DFALBHKG_00326	CDS	951				hypothetical protein
DFALBHKG_00327	CDS	1188				hypothetical protein
DFALBHKG_00328	CDS	1161	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DFALBHKG_00329	CDS	1212				hypothetical protein
DFALBHKG_00330	CDS	756	ypdB		COG3279	Transcriptional regulatory protein YpdB
DFALBHKG_00331	CDS	1053	rffG_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
DFALBHKG_00332	CDS	933	rmlA_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
DFALBHKG_00333	CDS	561	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
DFALBHKG_00334	CDS	909	rfbD_1	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
DFALBHKG_00335	CDS	510				hypothetical protein
DFALBHKG_00336	CDS	291				hypothetical protein
DFALBHKG_00337	CDS	153				hypothetical protein
DFALBHKG_00338	CDS	333				hypothetical protein
DFALBHKG_00339	CDS	393				hypothetical protein
DFALBHKG_00340	CDS	624				hypothetical protein
DFALBHKG_00341	CDS	561				hypothetical protein
DFALBHKG_00342	CDS	942				hypothetical protein
DFALBHKG_00343	CDS	1263	wecA_1	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
DFALBHKG_00344	CDS	1620				hypothetical protein
DFALBHKG_00345	CDS	1077				hypothetical protein
DFALBHKG_00346	CDS	2103	recG	3.6.4.12		ATP-dependent DNA helicase RecG
DFALBHKG_00347	CDS	726				hypothetical protein
DFALBHKG_00348	CDS	1515	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DFALBHKG_00349	CDS	525				hypothetical protein
DFALBHKG_00350	CDS	294				hypothetical protein
DFALBHKG_00351	CDS	453				hypothetical protein
DFALBHKG_00352	CDS	684				hypothetical protein
DFALBHKG_00353	CDS	2031	tkt	2.2.1.1		Transketolase
DFALBHKG_00354	CDS	681	tal_2	2.2.1.2	COG0176	Transaldolase
DFALBHKG_00355	CDS	1623	sglT_1			Sodium/glucose cotransporter
DFALBHKG_00356	CDS	990				hypothetical protein
DFALBHKG_00357	CDS	975				hypothetical protein
DFALBHKG_00358	CDS	1146	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
DFALBHKG_00359	CDS	162				hypothetical protein
DFALBHKG_00360	CDS	147				hypothetical protein
DFALBHKG_00361	CDS	777				hypothetical protein
DFALBHKG_00362	CDS	1005				hypothetical protein
DFALBHKG_00363	CDS	465				hypothetical protein
DFALBHKG_00364	CDS	891	ephA	3.3.2.10		Epoxide hydrolase A
DFALBHKG_00365	CDS	318				hypothetical protein
DFALBHKG_00366	CDS	375				hypothetical protein
DFALBHKG_00367	CDS	1767				hypothetical protein
DFALBHKG_00368	CDS	990				hypothetical protein
DFALBHKG_00369	CDS	144				hypothetical protein
DFALBHKG_00370	CDS	693	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
DFALBHKG_00371	CDS	279				hypothetical protein
DFALBHKG_00372	CDS	1365				hypothetical protein
DFALBHKG_00373	CDS	558				hypothetical protein
DFALBHKG_00374	CDS	3471				hypothetical protein
DFALBHKG_00375	CDS	435				hypothetical protein
DFALBHKG_00376	CDS	1824	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
DFALBHKG_00377	CDS	1386				hypothetical protein
DFALBHKG_00378	CDS	2727				hypothetical protein
DFALBHKG_00379	CDS	2610	lysA	4.1.1.20		Diaminopimelate decarboxylase
DFALBHKG_00380	CDS	507				hypothetical protein
DFALBHKG_00381	CDS	768				putative protein
DFALBHKG_00382	CDS	483	umuD	3.4.21.-	COG1974	Protein UmuD
DFALBHKG_00383	CDS	1281	umuC		COG0389	Protein UmuC
DFALBHKG_00384	CDS	1647				hypothetical protein
DFALBHKG_00385	CDS	3192	tolB_1			Tol-Pal system protein TolB
DFALBHKG_00386	CDS	1860	nosZ	1.7.2.4		Nitrous-oxide reductase
DFALBHKG_00387	CDS	672				hypothetical protein
DFALBHKG_00388	CDS	1398	nosD			putative ABC transporter binding protein NosD
DFALBHKG_00389	CDS	681	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
DFALBHKG_00390	CDS	795				hypothetical protein
DFALBHKG_00391	CDS	711				hypothetical protein
DFALBHKG_00392	CDS	309				hypothetical protein
DFALBHKG_00393	CDS	204				hypothetical protein
DFALBHKG_00394	CDS	522	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
DFALBHKG_00395	CDS	1674	cbaA	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
DFALBHKG_00396	CDS	618				hypothetical protein
DFALBHKG_00397	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
DFALBHKG_00398	CDS	1200				hypothetical protein
DFALBHKG_00399	CDS	921				hypothetical protein
DFALBHKG_00400	CDS	597				hypothetical protein
DFALBHKG_00401	CDS	222				hypothetical protein
DFALBHKG_00402	CDS	219				hypothetical protein
DFALBHKG_00403	CDS	1515	fixN	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
DFALBHKG_00404	CDS	597				hypothetical protein
DFALBHKG_00405	CDS	780				hypothetical protein
DFALBHKG_00406	CDS	2136	copA_1	7.2.2.8		Copper-exporting P-type ATPase
DFALBHKG_00407	CDS	1455	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
DFALBHKG_00408	CDS	765				hypothetical protein
DFALBHKG_00409	CDS	750	zupT_1			Zinc transporter ZupT
DFALBHKG_00410	CDS	510	dps1	1.16.-.-	COG0783	DNA protection during starvation protein 1
DFALBHKG_00411	CDS	3144	mdtB_1			Multidrug resistance protein MdtB
DFALBHKG_00412	CDS	501				hypothetical protein
DFALBHKG_00413	CDS	714	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
DFALBHKG_00414	CDS	3336	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
DFALBHKG_00415	CDS	624				hypothetical protein
DFALBHKG_00416	CDS	210				hypothetical protein
DFALBHKG_00417	CDS	2355	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
DFALBHKG_00418	CDS	3579	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
DFALBHKG_00419	CDS	813	uppP	3.6.1.27		Undecaprenyl-diphosphatase
DFALBHKG_00420	CDS	216				hypothetical protein
DFALBHKG_00421	CDS	816				hypothetical protein
DFALBHKG_00422	CDS	1299	der		COG1160	GTPase Der
DFALBHKG_00423	CDS	780				hypothetical protein
DFALBHKG_00424	CDS	705				hypothetical protein
DFALBHKG_00425	CDS	1035	pqiB		COG3008	Intermembrane transport protein PqiB
