locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNNGOPDE_00230	CDS	114				hypothetical protein
GNNGOPDE_00231	CDS	303				hypothetical protein
GNNGOPDE_00232	CDS	249				hypothetical protein
GNNGOPDE_00233	CDS	339				hypothetical protein
GNNGOPDE_00234	CDS	195				hypothetical protein
GNNGOPDE_00235	CDS	303	relE2		COG3668	Toxin RelE2
GNNGOPDE_00236	CDS	375				hypothetical protein
GNNGOPDE_00237	CDS	114				hypothetical protein
GNNGOPDE_00238	CDS	324				hypothetical protein
GNNGOPDE_00239	CDS	174				hypothetical protein
GNNGOPDE_00240	CDS	1293				hypothetical protein
GNNGOPDE_00241	CDS	273				hypothetical protein
GNNGOPDE_00242	CDS	498				hypothetical protein
GNNGOPDE_00243	CDS	339				hypothetical protein
GNNGOPDE_00244	CDS	411				hypothetical protein
GNNGOPDE_00245	CDS	162				hypothetical protein
GNNGOPDE_00246	CDS	381				hypothetical protein
GNNGOPDE_00247	CDS	537				hypothetical protein
GNNGOPDE_00248	CDS	162				hypothetical protein
GNNGOPDE_00249	CDS	1038	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
GNNGOPDE_00250	CDS	1299				hypothetical protein
GNNGOPDE_00251	CDS	255				hypothetical protein
GNNGOPDE_00252	CDS	384				hypothetical protein
GNNGOPDE_00253	CDS	1080				hypothetical protein
GNNGOPDE_00254	CDS	1803	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
GNNGOPDE_00255	CDS	936	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
GNNGOPDE_00256	CDS	408				hypothetical protein
GNNGOPDE_00257	CDS	1131	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
GNNGOPDE_00258	CDS	333				hypothetical protein
GNNGOPDE_00259	CDS	999	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
GNNGOPDE_00260	CDS	1221	perA	2.6.1.102	COG0399	GDP-perosamine synthase
GNNGOPDE_00261	CDS	636	neuA_1	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
GNNGOPDE_00262	CDS	912				hypothetical protein
GNNGOPDE_00263	CDS	1071	neuB	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
GNNGOPDE_00264	CDS	990	fmt_1	2.1.2.9		Methionyl-tRNA formyltransferase
GNNGOPDE_00265	CDS	1050	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
GNNGOPDE_00266	CDS	450	neuA_2	2.7.7.43		N-acylneuraminate cytidylyltransferase
GNNGOPDE_00267	CDS	1020				hypothetical protein
GNNGOPDE_00268	CDS	435				hypothetical protein
GNNGOPDE_00269	CDS	348				hypothetical protein
GNNGOPDE_00270	CDS	1281	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GNNGOPDE_00271	CDS	660				hypothetical protein
GNNGOPDE_00272	CDS	486				IS630 family transposase ISMae29
GNNGOPDE_00273	CDS	825				hypothetical protein
GNNGOPDE_00274	CDS	1029				hypothetical protein
GNNGOPDE_00275	CDS	1248		2.4.1.11	COG0438	Glycogen synthase
GNNGOPDE_00276	CDS	948				hypothetical protein
GNNGOPDE_00277	CDS	987				hypothetical protein
GNNGOPDE_00278	CDS	945				hypothetical protein
GNNGOPDE_00279	CDS	849				hypothetical protein
GNNGOPDE_00280	CDS	981	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GNNGOPDE_00281	CDS	846				hypothetical protein
GNNGOPDE_00282	CDS	1068	cotSA	2.4.-.-	COG0438	Spore coat protein SA
GNNGOPDE_00283	CDS	441				hypothetical protein
GNNGOPDE_00284	CDS	372				hypothetical protein
GNNGOPDE_00285	CDS	1029	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
GNNGOPDE_00286	CDS	1266				hypothetical protein
GNNGOPDE_00287	CDS	483				hypothetical protein
GNNGOPDE_00288	CDS	396				hypothetical protein
GNNGOPDE_00289	CDS	1386				hypothetical protein
GNNGOPDE_00290	CDS	999				hypothetical protein
GNNGOPDE_00291	CDS	753				hypothetical protein
GNNGOPDE_00292	CDS	1230				hypothetical protein
GNNGOPDE_00293	CDS	834				hypothetical protein
GNNGOPDE_00294	CDS	1185	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GNNGOPDE_00295	CDS	1146	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GNNGOPDE_00296	CDS	1185				hypothetical protein
GNNGOPDE_00297	CDS	927				hypothetical protein
GNNGOPDE_00298	CDS	1485	patA	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
GNNGOPDE_00299	CDS	1098				hypothetical protein
GNNGOPDE_00300	CDS	1104	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GNNGOPDE_00301	CDS	333				hypothetical protein
GNNGOPDE_00302	CDS	303				hypothetical protein
GNNGOPDE_00303	CDS	561	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GNNGOPDE_00304	CDS	861				hypothetical protein
GNNGOPDE_00305	CDS	129				hypothetical protein
GNNGOPDE_00306	CDS	285	novN_1	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
GNNGOPDE_00307	CDS	357				hypothetical protein
GNNGOPDE_00308	CDS	273				hypothetical protein
GNNGOPDE_00309	CDS	288				hypothetical protein
GNNGOPDE_00310	CDS	228				hypothetical protein
GNNGOPDE_00311	CDS	375				hypothetical protein
GNNGOPDE_00312	CDS	225				hypothetical protein
GNNGOPDE_00313	CDS	285				hypothetical protein
GNNGOPDE_00314	CDS	369				hypothetical protein
GNNGOPDE_00315	CDS	429				hypothetical protein
GNNGOPDE_00316	CDS	468				hypothetical protein
GNNGOPDE_00317	CDS	1215				IS200/IS605 family transposase ISTel3
GNNGOPDE_00318	CDS	693				hypothetical protein
GNNGOPDE_00319	CDS	1161	chmD_1	1.1.1.364		dTDP-4-oxo-6-deoxy-D-allose reductase
GNNGOPDE_00320	CDS	1191				hypothetical protein
GNNGOPDE_00321	CDS	954				hypothetical protein
GNNGOPDE_00322	CDS	582				hypothetical protein
GNNGOPDE_00323	CDS	393				hypothetical protein
GNNGOPDE_00324	CDS	240				hypothetical protein
GNNGOPDE_00325	CDS	408				hypothetical protein
GNNGOPDE_00326	CDS	327				hypothetical protein
GNNGOPDE_00327	CDS	1260				hypothetical protein
GNNGOPDE_00328	CDS	648				hypothetical protein
GNNGOPDE_00329	CDS	306				hypothetical protein
GNNGOPDE_00330	CDS	303				hypothetical protein
GNNGOPDE_00331	CDS	180				hypothetical protein
GNNGOPDE_00332	CDS	333				hypothetical protein
GNNGOPDE_00333	CDS	411				hypothetical protein
GNNGOPDE_00334	CDS	264				hypothetical protein
GNNGOPDE_00335	CDS	237				hypothetical protein
GNNGOPDE_00336	CDS	393				hypothetical protein
GNNGOPDE_00337	CDS	681				hypothetical protein
GNNGOPDE_00338	CDS	570	novN_2	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
GNNGOPDE_00339	CDS	300				hypothetical protein
GNNGOPDE_00340	CDS	273				hypothetical protein
GNNGOPDE_00341	CDS	333				hypothetical protein
GNNGOPDE_00342	CDS	396				hypothetical protein
GNNGOPDE_00343	CDS	129				hypothetical protein
GNNGOPDE_00344	CDS	114				hypothetical protein
GNNGOPDE_00345	CDS	153				hypothetical protein
GNNGOPDE_00346	CDS	630				hypothetical protein
GNNGOPDE_00347	CDS	390			COG3039	IS5 family transposase ISDge16
GNNGOPDE_00348	CDS	444				hypothetical protein
GNNGOPDE_00349	CDS	465				hypothetical protein
GNNGOPDE_00350	CDS	579				hypothetical protein
GNNGOPDE_00351	CDS	579				hypothetical protein
GNNGOPDE_00352	CDS	279			COG1662	IS1 family transposase ISSru2
GNNGOPDE_00353	CDS	1116				hypothetical protein
GNNGOPDE_00354	CDS	789				hypothetical protein
GNNGOPDE_00355	CDS	519				hypothetical protein
GNNGOPDE_00356	CDS	837				hypothetical protein
GNNGOPDE_00357	CDS	297				hypothetical protein
GNNGOPDE_00358	CDS	402				hypothetical protein
GNNGOPDE_00359	CDS	222				hypothetical protein
GNNGOPDE_00360	CDS	1227				IS200/IS605 family transposase ISEc42
GNNGOPDE_00361	CDS	1611	groL_1		COG0459	60 kDa chaperonin
GNNGOPDE_00362	CDS	1485	phoA_1	3.1.3.1	COG1785	Alkaline phosphatase 4
GNNGOPDE_00363	CDS	690				hypothetical protein
GNNGOPDE_00364	CDS	168				hypothetical protein
GNNGOPDE_00365	CDS	753	lytR_1		COG3279	Sensory transduction protein LytR
GNNGOPDE_00366	CDS	1203				hypothetical protein
GNNGOPDE_00367	CDS	525				hypothetical protein
GNNGOPDE_00368	CDS	1161	dap	3.4.11.19		D-aminopeptidase
GNNGOPDE_00369	CDS	180				hypothetical protein
GNNGOPDE_00370	CDS	1074				hypothetical protein
GNNGOPDE_00371	CDS	1377	hutI_1	3.5.2.7		Imidazolonepropionase
GNNGOPDE_00372	CDS	837				hypothetical protein
GNNGOPDE_00373	CDS	660				hypothetical protein
GNNGOPDE_00374	CDS	306				hypothetical protein
GNNGOPDE_00375	CDS	1083	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
GNNGOPDE_00376	CDS	456				hypothetical protein
GNNGOPDE_00377	CDS	231				hypothetical protein
GNNGOPDE_00378	CDS	519				hypothetical protein
GNNGOPDE_00379	CDS	345	fdxA_1		COG1146	Ferredoxin-1
GNNGOPDE_00380	CDS	312				hypothetical protein
GNNGOPDE_00381	CDS	651				hypothetical protein
GNNGOPDE_00382	CDS	711				hypothetical protein
GNNGOPDE_00383	CDS	1539		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
GNNGOPDE_00384	CDS	1029				hypothetical protein
GNNGOPDE_00385	CDS	633				hypothetical protein
GNNGOPDE_00386	CDS	630				hypothetical protein
GNNGOPDE_00387	CDS	879				hypothetical protein
GNNGOPDE_00388	CDS	204				hypothetical protein
GNNGOPDE_00389	CDS	537				hypothetical protein
GNNGOPDE_00390	CDS	291				hypothetical protein
GNNGOPDE_00391	CDS	234				hypothetical protein
GNNGOPDE_00392	CDS	3357				hypothetical protein
GNNGOPDE_00393	CDS	417	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
GNNGOPDE_00394	CDS	1125				hypothetical protein
GNNGOPDE_00395	CDS	1404				hypothetical protein
GNNGOPDE_00396	CDS	795				hypothetical protein
GNNGOPDE_00397	CDS	1035				hypothetical protein
GNNGOPDE_00398	CDS	366				hypothetical protein
GNNGOPDE_00399	CDS	429				hypothetical protein
GNNGOPDE_00400	CDS	372				hypothetical protein
GNNGOPDE_00401	CDS	759	btsR_2		COG3279	Transcriptional regulatory protein BtsR
GNNGOPDE_00402	CDS	1137				hypothetical protein
GNNGOPDE_00403	CDS	1536	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
GNNGOPDE_00404	CDS	549			COG2335	Immunogenic protein MPT70
GNNGOPDE_00405	CDS	837				hypothetical protein
GNNGOPDE_00406	CDS	291				hypothetical protein
GNNGOPDE_00407	CDS	153				hypothetical protein
GNNGOPDE_00408	CDS	333				hypothetical protein
GNNGOPDE_00409	CDS	393				hypothetical protein
GNNGOPDE_00410	CDS	624				hypothetical protein
GNNGOPDE_00411	CDS	561				hypothetical protein
GNNGOPDE_00412	CDS	942				hypothetical protein
GNNGOPDE_00413	CDS	678				hypothetical protein
GNNGOPDE_00414	CDS	1263	wecA	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
GNNGOPDE_00415	CDS	1620				hypothetical protein
GNNGOPDE_00416	CDS	1077				hypothetical protein
GNNGOPDE_00417	CDS	2103	recG	3.6.4.12		ATP-dependent DNA helicase RecG
GNNGOPDE_00418	CDS	726				hypothetical protein
GNNGOPDE_00419	CDS	1515	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GNNGOPDE_00420	CDS	411				hypothetical protein
GNNGOPDE_00421	CDS	363				hypothetical protein
GNNGOPDE_00422	CDS	453				hypothetical protein
GNNGOPDE_00423	CDS	684				hypothetical protein
