locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOOJEANF_00074	CDS	1239	recF		COG1195	DNA replication and repair protein RecF
HOOJEANF_00075	CDS	1536	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
HOOJEANF_00076	CDS	447	phaJ	4.2.1.119		(R)-specific enoyl-CoA hydratase
HOOJEANF_00077	CDS	2550				hypothetical protein
HOOJEANF_00078	CDS	786	xerD_1			Tyrosine recombinase XerD
HOOJEANF_00079	CDS	258				hypothetical protein
HOOJEANF_00080	CDS	927				hypothetical protein
HOOJEANF_00081	CDS	393				hypothetical protein
HOOJEANF_00082	CDS	339				hypothetical protein
HOOJEANF_00083	CDS	747				hypothetical protein
HOOJEANF_00084	CDS	246				hypothetical protein
HOOJEANF_00085	CDS	2046	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
HOOJEANF_00086	CDS	2031	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00087	CDS	945				hypothetical protein
HOOJEANF_00088	CDS	1434	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
HOOJEANF_00089	CDS	1515	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
HOOJEANF_00090	CDS	912		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
HOOJEANF_00091	CDS	2763	tal_1	2.2.1.2		Transaldolase
HOOJEANF_00092	CDS	729				hypothetical protein
HOOJEANF_00093	CDS	633				hypothetical protein
HOOJEANF_00094	CDS	648	bm3R1			HTH-type transcriptional repressor Bm3R1
HOOJEANF_00095	CDS	2478				hypothetical protein
HOOJEANF_00096	CDS	1101	srpA			Solvent efflux pump periplasmic linker SrpA
HOOJEANF_00097	CDS	3051	swrC_1		COG0841	Swarming motility protein SwrC
HOOJEANF_00098	CDS	2139	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00099	CDS	1956	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
HOOJEANF_00100	CDS	2304		1.18.1.2		Ferredoxin--NADP reductase
HOOJEANF_00101	CDS	1533				hypothetical protein
HOOJEANF_00102	CDS	1170				hypothetical protein
HOOJEANF_00103	CDS	1143				hypothetical protein
HOOJEANF_00104	CDS	891				hypothetical protein
HOOJEANF_00105	CDS	2874	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
HOOJEANF_00106	CDS	507				hypothetical protein
HOOJEANF_00107	CDS	3321	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00108	CDS	2718	btuB_1			Vitamin B12 transporter BtuB
HOOJEANF_00109	CDS	1446				hypothetical protein
HOOJEANF_00110	CDS	1533				hypothetical protein
HOOJEANF_00111	CDS	402				hypothetical protein
HOOJEANF_00112	CDS	1131				hypothetical protein
HOOJEANF_00113	CDS	918				hypothetical protein
HOOJEANF_00114	CDS	609	lemA		COG1704	Protein LemA
HOOJEANF_00115	CDS	831				hypothetical protein
HOOJEANF_00116	CDS	330				hypothetical protein
HOOJEANF_00117	CDS	1074	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
HOOJEANF_00118	CDS	717				hypothetical protein
HOOJEANF_00119	CDS	831	htpX_1	3.4.24.-	COG0501	Protease HtpX 
HOOJEANF_00120	CDS	891				hypothetical protein
HOOJEANF_00121	CDS	279			COG1662	IS1 family transposase ISSru3
HOOJEANF_00122	CDS	315			COG1662	IS1 family transposase ISSru3
HOOJEANF_00123	CDS	579				hypothetical protein
HOOJEANF_00124	CDS	2451	cadA	3.6.3.3		Cadmium-transporting ATPase
HOOJEANF_00125	CDS	378	smtB		COG0640	Transcriptional repressor SmtB
HOOJEANF_00126	CDS	1620				hypothetical protein
HOOJEANF_00127	CDS	231				hypothetical protein
HOOJEANF_00128	CDS	2658				hypothetical protein
HOOJEANF_00129	CDS	264				hypothetical protein
HOOJEANF_00130	CDS	315				hypothetical protein
HOOJEANF_00131	CDS	1344	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
HOOJEANF_00132	CDS	2595				hypothetical protein
HOOJEANF_00133	CDS	726				hypothetical protein
HOOJEANF_00134	CDS	651				hypothetical protein
HOOJEANF_00135	CDS	873				hypothetical protein
HOOJEANF_00136	CDS	570				hypothetical protein
HOOJEANF_00137	CDS	474				hypothetical protein
HOOJEANF_00138	CDS	216				hypothetical protein
HOOJEANF_00139	CDS	834				hypothetical protein
HOOJEANF_00140	CDS	507				hypothetical protein
HOOJEANF_00141	CDS	1176				hypothetical protein
HOOJEANF_00142	CDS	165				hypothetical protein
HOOJEANF_00143	CDS	1401		1.13.11.75		Apocarotenoid-15,15'-oxygenase
HOOJEANF_00144	CDS	717				hypothetical protein
HOOJEANF_00145	CDS	219				hypothetical protein
HOOJEANF_00146	CDS	1356	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
HOOJEANF_00147	CDS	801				hypothetical protein
HOOJEANF_00148	CDS	975	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
HOOJEANF_00149	CDS	2799				hypothetical protein
HOOJEANF_00150	CDS	447				hypothetical protein
HOOJEANF_00151	CDS	1164	yycB		COG2807	putative transporter YycB
HOOJEANF_00152	CDS	1704				hypothetical protein
HOOJEANF_00153	CDS	522				hypothetical protein
HOOJEANF_00154	CDS	708	hmp_1	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
HOOJEANF_00155	CDS	639				hypothetical protein
HOOJEANF_00156	CDS	471				hypothetical protein
HOOJEANF_00157	CDS	246				hypothetical protein
HOOJEANF_00158	CDS	816				hypothetical protein
HOOJEANF_00159	CDS	1044				hypothetical protein
HOOJEANF_00160	CDS	1593				hypothetical protein
HOOJEANF_00161	CDS	1005				hypothetical protein
HOOJEANF_00162	CDS	2175	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
HOOJEANF_00163	CDS	5007	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00164	CDS	210				hypothetical protein
HOOJEANF_00165	CDS	1620				hypothetical protein
HOOJEANF_00166	CDS	879	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HOOJEANF_00167	CDS	921				hypothetical protein
HOOJEANF_00168	CDS	474				hypothetical protein
HOOJEANF_00169	CDS	963	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
HOOJEANF_00170	CDS	390				hypothetical protein
HOOJEANF_00171	CDS	1326				hypothetical protein
HOOJEANF_00172	CDS	684				hypothetical protein
HOOJEANF_00173	CDS	639				hypothetical protein
HOOJEANF_00174	CDS	255				hypothetical protein
HOOJEANF_00175	CDS	993				hypothetical protein
HOOJEANF_00176	CDS	579	resA_1			Thiol-disulfide oxidoreductase ResA
HOOJEANF_00177	CDS	639				hypothetical protein
HOOJEANF_00178	CDS	1599				hypothetical protein
HOOJEANF_00179	CDS	1836				hypothetical protein
HOOJEANF_00180	CDS	318				hypothetical protein
HOOJEANF_00181	CDS	615				hypothetical protein
HOOJEANF_00182	CDS	210				hypothetical protein
HOOJEANF_00183	CDS	375				hypothetical protein
HOOJEANF_00184	CDS	582				hypothetical protein
HOOJEANF_00185	CDS	564				hypothetical protein
HOOJEANF_00186	CDS	912				hypothetical protein
HOOJEANF_00187	CDS	972				hypothetical protein
HOOJEANF_00188	CDS	2310	btuB_2			Vitamin B12 transporter BtuB
HOOJEANF_00189	CDS	1032				hypothetical protein
HOOJEANF_00190	CDS	1953	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00191	CDS	651				hypothetical protein
HOOJEANF_00192	CDS	138				hypothetical protein
HOOJEANF_00193	CDS	897	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
HOOJEANF_00194	CDS	3672				hypothetical protein
HOOJEANF_00195	CDS	2850				hypothetical protein
HOOJEANF_00196	CDS	1122				hypothetical protein
HOOJEANF_00197	CDS	585	algU_1		COG1595	RNA polymerase sigma-H factor
HOOJEANF_00198	CDS	2040	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
HOOJEANF_00199	CDS	279				hypothetical protein
HOOJEANF_00200	CDS	156				hypothetical protein
HOOJEANF_00201	CDS	207				hypothetical protein
HOOJEANF_00202	CDS	474				hypothetical protein
HOOJEANF_00203	CDS	429				hypothetical protein
HOOJEANF_00204	CDS	279			COG1662	IS1 family transposase ISSru2
HOOJEANF_00205	CDS	1011				IS110 family transposase ISOt5
HOOJEANF_00206	CDS	573				IS200/IS605 family transposase ISSoc14
HOOJEANF_00207	CDS	111				hypothetical protein
HOOJEANF_00208	CDS	639				hypothetical protein
HOOJEANF_00209	CDS	570				IS200/IS605 family transposase ISNsp3
HOOJEANF_00210	CDS	3612	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00211	CDS	240				hypothetical protein
HOOJEANF_00212	CDS	1524				hypothetical protein
HOOJEANF_00213	CDS	258				hypothetical protein
HOOJEANF_00214	CDS	954				hypothetical protein
HOOJEANF_00215	CDS	582				hypothetical protein
HOOJEANF_00216	CDS	393				hypothetical protein
HOOJEANF_00217	CDS	1062				hypothetical protein
HOOJEANF_00218	CDS	240				hypothetical protein
HOOJEANF_00219	CDS	408				hypothetical protein
HOOJEANF_00220	CDS	327				hypothetical protein
HOOJEANF_00221	CDS	1260				hypothetical protein
HOOJEANF_00222	CDS	648				hypothetical protein
HOOJEANF_00223	CDS	306				hypothetical protein
HOOJEANF_00224	CDS	366				hypothetical protein
HOOJEANF_00225	CDS	162				hypothetical protein
HOOJEANF_00226	CDS	333				hypothetical protein
HOOJEANF_00227	CDS	411				hypothetical protein
HOOJEANF_00228	CDS	264				hypothetical protein
HOOJEANF_00229	CDS	237				hypothetical protein
HOOJEANF_00230	CDS	393				hypothetical protein
HOOJEANF_00231	CDS	681				hypothetical protein
HOOJEANF_00232	CDS	567	novN	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
HOOJEANF_00233	CDS	300				hypothetical protein
HOOJEANF_00234	CDS	273				hypothetical protein
HOOJEANF_00235	CDS	114				hypothetical protein
HOOJEANF_00236	CDS	153				hypothetical protein
HOOJEANF_00237	CDS	630				hypothetical protein
HOOJEANF_00238	CDS	162				hypothetical protein
HOOJEANF_00239	CDS	459				hypothetical protein
HOOJEANF_00240	CDS	1332				hypothetical protein
HOOJEANF_00241	CDS	189				hypothetical protein
HOOJEANF_00242	CDS	357		2.3.1.-	COG0110	Putative acetyltransferase
HOOJEANF_00243	CDS	507				hypothetical protein
HOOJEANF_00244	CDS	615				hypothetical protein
HOOJEANF_00245	CDS	1029				IS200/IS605 family transposase ISSoc14
HOOJEANF_00246	CDS	1257				hypothetical protein
HOOJEANF_00247	CDS	1521				hypothetical protein
HOOJEANF_00248	CDS	348				hypothetical protein
HOOJEANF_00249	CDS	1011				IS110 family transposase ISOt5
HOOJEANF_00250	CDS	228				hypothetical protein
HOOJEANF_00251	CDS	210				hypothetical protein
HOOJEANF_00252	CDS	390			COG3039	IS5 family transposase ISDge16
HOOJEANF_00253	CDS	516				hypothetical protein
HOOJEANF_00254	CDS	465				hypothetical protein
HOOJEANF_00255	CDS	1890				hypothetical protein
HOOJEANF_00256	CDS	789				hypothetical protein
HOOJEANF_00257	CDS	519				hypothetical protein
HOOJEANF_00258	CDS	837				hypothetical protein
HOOJEANF_00259	CDS	297				hypothetical protein
HOOJEANF_00260	CDS	402				hypothetical protein
HOOJEANF_00261	CDS	222				hypothetical protein
HOOJEANF_00262	CDS	1227				IS200/IS605 family transposase ISEc42
HOOJEANF_00263	CDS	1611	groL_1		COG0459	60 kDa chaperonin
HOOJEANF_00264	CDS	1485	phoA_1	3.1.3.1	COG1785	Alkaline phosphatase 4
HOOJEANF_00265	CDS	1083	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
HOOJEANF_00266	CDS	456				hypothetical protein
HOOJEANF_00267	CDS	231				hypothetical protein
HOOJEANF_00268	CDS	519				hypothetical protein
HOOJEANF_00269	CDS	345	fdxA_1		COG1146	Ferredoxin-1
HOOJEANF_00270	CDS	312				hypothetical protein
HOOJEANF_00271	CDS	651				hypothetical protein
HOOJEANF_00272	CDS	711				hypothetical protein
HOOJEANF_00273	CDS	1539		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
HOOJEANF_00274	CDS	1029				hypothetical protein
HOOJEANF_00275	CDS	633				hypothetical protein
HOOJEANF_00276	CDS	630				hypothetical protein
HOOJEANF_00277	CDS	879				hypothetical protein
HOOJEANF_00278	CDS	204				hypothetical protein
HOOJEANF_00279	CDS	537				hypothetical protein
HOOJEANF_00280	CDS	486				hypothetical protein
HOOJEANF_00281	CDS	234				hypothetical protein
HOOJEANF_00282	CDS	3357				hypothetical protein
HOOJEANF_00283	CDS	417	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
HOOJEANF_00284	CDS	1125				hypothetical protein
HOOJEANF_00285	CDS	1404				hypothetical protein
HOOJEANF_00286	CDS	795				hypothetical protein
HOOJEANF_00287	CDS	1035				hypothetical protein
HOOJEANF_00288	CDS	366				hypothetical protein
HOOJEANF_00289	CDS	429				hypothetical protein
HOOJEANF_00290	CDS	372				hypothetical protein
HOOJEANF_00291	CDS	759	btsR_1		COG3279	Transcriptional regulatory protein BtsR
HOOJEANF_00292	CDS	1137				hypothetical protein
HOOJEANF_00293	CDS	1536	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
HOOJEANF_00294	CDS	549			COG2335	Immunogenic protein MPT70
HOOJEANF_00295	CDS	837				hypothetical protein
HOOJEANF_00296	CDS	291				hypothetical protein
HOOJEANF_00297	CDS	153				hypothetical protein
HOOJEANF_00298	CDS	333				hypothetical protein
HOOJEANF_00299	CDS	393				hypothetical protein
HOOJEANF_00300	CDS	624				hypothetical protein
HOOJEANF_00301	CDS	561				hypothetical protein
HOOJEANF_00302	CDS	942				hypothetical protein
HOOJEANF_00303	CDS	678				hypothetical protein
HOOJEANF_00304	CDS	1263	wecA_1	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
HOOJEANF_00305	CDS	1620				hypothetical protein
HOOJEANF_00306	CDS	1077				hypothetical protein
HOOJEANF_00307	CDS	2103	recG	3.6.4.12		ATP-dependent DNA helicase RecG
HOOJEANF_00308	CDS	726				hypothetical protein
HOOJEANF_00309	CDS	1515	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HOOJEANF_00310	CDS	411				hypothetical protein
HOOJEANF_00311	CDS	363				hypothetical protein
HOOJEANF_00312	CDS	453				hypothetical protein
HOOJEANF_00313	CDS	684				hypothetical protein
HOOJEANF_00314	CDS	2031	tkt	2.2.1.1		Transketolase
HOOJEANF_00315	CDS	681	tal_2	2.2.1.2	COG0176	Transaldolase
HOOJEANF_00316	CDS	1623	sglT_1			Sodium/glucose cotransporter
HOOJEANF_00317	CDS	990				hypothetical protein
HOOJEANF_00318	CDS	1074				hypothetical protein
HOOJEANF_00319	CDS	600				hypothetical protein
HOOJEANF_00320	CDS	1164	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
HOOJEANF_00321	CDS	897				hypothetical protein
HOOJEANF_00322	CDS	510				hypothetical protein
HOOJEANF_00323	CDS	777				hypothetical protein
HOOJEANF_00324	CDS	1005				hypothetical protein
HOOJEANF_00325	CDS	465				hypothetical protein
HOOJEANF_00326	CDS	891	ephA	3.3.2.10		Epoxide hydrolase A
HOOJEANF_00327	CDS	318				hypothetical protein
HOOJEANF_00328	CDS	375				hypothetical protein
HOOJEANF_00329	CDS	1767				hypothetical protein
HOOJEANF_00330	CDS	990	mamB			Magnetosome protein MamB
HOOJEANF_00331	CDS	144				hypothetical protein
HOOJEANF_00332	CDS	693	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HOOJEANF_00333	CDS	279				hypothetical protein
HOOJEANF_00334	CDS	1920				hypothetical protein
HOOJEANF_00335	CDS	3471				hypothetical protein
HOOJEANF_00336	CDS	435				hypothetical protein
HOOJEANF_00337	CDS	1824	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
HOOJEANF_00338	CDS	1386				hypothetical protein
HOOJEANF_00339	CDS	2727				hypothetical protein
HOOJEANF_00340	CDS	2610	lysA	4.1.1.20		Diaminopimelate decarboxylase
HOOJEANF_00341	CDS	507				hypothetical protein
HOOJEANF_00342	CDS	768				putative protein
HOOJEANF_00343	CDS	483	umuD	3.4.21.-	COG1974	Protein UmuD
HOOJEANF_00344	CDS	1281	umuC		COG0389	Protein UmuC
HOOJEANF_00345	CDS	1647				hypothetical protein
HOOJEANF_00346	CDS	3192	tolB_1			Tol-Pal system protein TolB
HOOJEANF_00347	CDS	1848	nosZ	1.7.2.4		Nitrous-oxide reductase
HOOJEANF_00348	CDS	672				hypothetical protein
HOOJEANF_00349	CDS	1398	nosD			putative ABC transporter binding protein NosD
HOOJEANF_00350	CDS	681	yxlF_2	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
HOOJEANF_00351	CDS	795				hypothetical protein
HOOJEANF_00352	CDS	711				hypothetical protein
HOOJEANF_00353	CDS	309				hypothetical protein
HOOJEANF_00354	CDS	204				hypothetical protein
HOOJEANF_00355	CDS	522	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
HOOJEANF_00356	CDS	1674	cbaA	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
HOOJEANF_00357	CDS	618				hypothetical protein
HOOJEANF_00358	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
HOOJEANF_00359	CDS	108				hypothetical protein
HOOJEANF_00360	CDS	1200				hypothetical protein
HOOJEANF_00361	CDS	921				hypothetical protein
HOOJEANF_00362	CDS	597				hypothetical protein
HOOJEANF_00363	CDS	222				hypothetical protein
HOOJEANF_00364	CDS	219				hypothetical protein
HOOJEANF_00365	CDS	1515	fixN	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
HOOJEANF_00366	CDS	597				hypothetical protein
HOOJEANF_00367	CDS	780				hypothetical protein
HOOJEANF_00368	CDS	2136	copA_1	7.2.2.8		Copper-exporting P-type ATPase
HOOJEANF_00369	CDS	1455	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
HOOJEANF_00370	CDS	765				hypothetical protein
HOOJEANF_00371	CDS	750	zupT_1			Zinc transporter ZupT
HOOJEANF_00372	CDS	513	dps1	1.16.-.-	COG0783	DNA protection during starvation protein 1
HOOJEANF_00373	CDS	3144	mdtB_1			Multidrug resistance protein MdtB
HOOJEANF_00374	CDS	501				hypothetical protein
HOOJEANF_00375	CDS	714	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
HOOJEANF_00376	CDS	3336	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00377	CDS	624				hypothetical protein
HOOJEANF_00378	CDS	2382	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
HOOJEANF_00379	CDS	3579	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
HOOJEANF_00380	CDS	813	uppP	3.6.1.27		Undecaprenyl-diphosphatase
HOOJEANF_00381	CDS	216				hypothetical protein
HOOJEANF_00382	CDS	816				hypothetical protein
HOOJEANF_00383	CDS	1299	der		COG1160	GTPase Der
HOOJEANF_00384	CDS	780				hypothetical protein
HOOJEANF_00385	CDS	705				hypothetical protein
HOOJEANF_00386	CDS	1035	pqiB		COG3008	Intermembrane transport protein PqiB
HOOJEANF_00387	CDS	768	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl
HOOJEANF_00388	CDS	1116				hypothetical protein
HOOJEANF_00389	CDS	414				hypothetical protein
HOOJEANF_00390	CDS	687	pal_1			Peptidoglycan-associated lipoprotein
HOOJEANF_00391	CDS	984	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
HOOJEANF_00392	CDS	1389	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
HOOJEANF_00393	CDS	2811				hypothetical protein
HOOJEANF_00394	CDS	525	mmpR5			HTH-type transcriptional regulator MmpR5
HOOJEANF_00395	CDS	2301				hypothetical protein
HOOJEANF_00396	CDS	2982	btuB_3			Vitamin B12 transporter BtuB
HOOJEANF_00397	CDS	342				hypothetical protein
HOOJEANF_00398	CDS	492	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00399	CDS	504	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00400	CDS	1620				hypothetical protein
HOOJEANF_00401	CDS	948				IS982 family transposase ISRmsp1
HOOJEANF_00402	CDS	1083	ccpA_1		COG1609	Catabolite control protein A
HOOJEANF_00403	CDS	2997	susC			TonB-dependent receptor SusC
HOOJEANF_00404	CDS	1638	susD			Starch-binding protein SusD
HOOJEANF_00405	CDS	1449				hypothetical protein
HOOJEANF_00406	CDS	4029	glgB_1	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
HOOJEANF_00407	CDS	417				hypothetical protein
HOOJEANF_00408	CDS	1884	tvaII_1	3.2.1.135		Neopullulanase 2
HOOJEANF_00409	CDS	456				hypothetical protein
HOOJEANF_00410	CDS	711				hypothetical protein
HOOJEANF_00411	CDS	1260				hypothetical protein
HOOJEANF_00412	CDS	3186				TonB-dependent receptor P26
HOOJEANF_00413	CDS	1626				hypothetical protein
HOOJEANF_00414	CDS	2625	chb	3.2.1.52		Chitobiase
HOOJEANF_00415	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
HOOJEANF_00416	CDS	1131				hypothetical protein
HOOJEANF_00417	CDS	1845				hypothetical protein
HOOJEANF_00418	CDS	2913	nagZ	3.2.1.52		Beta-hexosaminidase
HOOJEANF_00419	CDS	915	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
HOOJEANF_00420	CDS	1554	sglT_2			Sodium/glucose cotransporter
HOOJEANF_00421	CDS	171				hypothetical protein
HOOJEANF_00422	CDS	240				hypothetical protein
HOOJEANF_00423	CDS	348				hypothetical protein
HOOJEANF_00424	CDS	366				hypothetical protein
HOOJEANF_00425	tRNA	76				tRNA-Met(cat)
HOOJEANF_00426	CDS	471				hypothetical protein
HOOJEANF_00427	CDS	1542				hypothetical protein
HOOJEANF_00428	CDS	1194	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
